,readout,layer,chipID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,fpga_ts
0,0,1,0,4,10,True,105,10,105,2665,13.325,35332
1,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
2,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
3,0,1,0,4,10,True,189,4,158,1182,5.91,0
4,0,1,23,5,4,False,10,13,9,3337,16.685,197
5,0,1,0,4,10,False,17,8,4,2052,10.26,217
6,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
7,0,1,31,4,4,False,138,4,9,1033,5.165,0
8,0,1,0,4,10,False,12,4,227,1251,6.255,0
9,0,1,29,2,4,False,10,0,0,0,0.0,0
10,0,1,0,4,10,True,61,4,0,1024,5.12,167772160
11,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
12,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
13,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
14,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
15,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
16,0,1,1,2,47,False,4,0,0,0,0.0,0
17,0,1,0,4,10,False,87,4,133,1157,5.785,0
18,0,1,20,0,0,False,0,0,0,0,0.0,0
19,0,1,0,4,10,True,255,4,181,1205,6.025,0
20,0,1,31,4,4,False,119,4,138,1162,5.81,0
21,0,1,0,4,10,False,83,4,220,1244,6.22,0
22,0,1,21,3,10,True,255,4,0,1024,5.12,0
23,0,1,0,4,10,True,83,4,201,1225,6.125,0
24,0,1,1,2,63,True,9,10,0,2560,12.8,0
25,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
26,0,1,0,4,60,True,4,10,250,2810,14.05,0
27,0,1,0,4,10,False,78,4,131,1155,5.775,0
28,0,1,0,4,10,False,250,9,117,2421,12.105,0
29,0,1,0,4,10,True,78,4,214,1238,6.19,0
30,0,1,30,1,4,False,0,0,0,0,0.0,0
31,0,1,17,2,49,True,9,0,0,0,0.0,0
32,0,1,0,4,10,False,153,4,118,1142,5.71,0
33,0,1,12,1,5,False,0,0,0,0,0.0,0
34,0,1,0,4,10,True,153,4,101,1125,5.625,0
35,0,1,0,4,10,False,69,9,64,2368,11.84,0
36,0,1,0,4,52,True,4,10,64,2624,13.12,0
37,0,1,0,4,10,False,148,4,221,1245,6.225,0
38,0,1,0,4,10,False,64,9,151,2455,12.275,0
39,0,1,0,4,10,True,148,4,121,1145,5.725,0
40,0,1,0,4,10,True,55,9,112,2416,12.08,0
41,0,1,0,4,10,False,223,4,175,1199,5.995,0
42,0,1,0,4,10,False,139,9,121,2425,12.125,0
43,0,1,0,4,10,True,223,4,85,1109,5.545,0
44,0,1,0,4,10,False,135,4,138,1162,5.81,0
45,0,1,0,4,10,False,219,4,71,1095,5.475,0
46,0,1,6,3,10,True,135,4,0,1024,5.12,0
47,0,1,0,4,10,True,219,4,54,1078,5.39,0
48,0,1,1,2,7,True,10,0,0,0,0.0,0
