,readout,layer,chipID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,fpga_ts
0,0,1,0,4,10,False,1,4,138,1162,5.81,8589307
1,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
2,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
3,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
4,0,1,22,0,0,False,0,0,0,0,0.0,0
5,0,1,30,0,0,False,0,0,0,0,0.0,0
6,0,1,0,4,10,False,79,13,99,3427,17.135,0
7,0,1,0,4,10,False,251,15,172,4012,20.06,0
8,0,1,0,4,10,True,79,0,30,30,0.15,0
9,0,1,0,4,10,True,162,3,192,960,4.8,0
10,0,1,0,4,10,False,75,14,189,3773,18.865,0
11,0,1,0,4,10,False,246,3,240,1008,5.04,0
12,0,1,0,4,10,True,75,13,230,3558,17.79,0
13,0,1,0,4,10,True,237,3,248,1016,5.08,0
14,0,1,0,4,10,False,65,4,189,1213,6.065,0
15,0,1,0,4,10,False,149,0,102,102,0.51,0
16,0,1,0,4,10,True,65,13,15,3343,16.715,71
17,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
18,0,1,0,4,10,False,60,15,133,3973,19.865,0
19,0,1,0,4,10,False,145,15,200,4040,20.2,0
20,0,1,0,4,10,False,60,4,71,1095,5.475,0
21,0,1,0,4,10,True,56,14,239,3823,19.115,0
22,0,1,0,4,10,False,56,15,176,4016,20.08,0
23,0,1,0,4,10,False,140,15,172,4012,20.06,0
24,0,1,0,4,10,False,56,10,135,2695,13.475,21760
25,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
26,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
27,0,1,0,4,10,False,135,0,169,169,0.845,0
28,0,1,0,4,10,False,219,0,41,41,0.205,0
29,0,1,0,4,10,True,135,0,84,84,0.42,0
30,0,1,0,4,10,True,131,15,65,3905,19.525,0
31,0,1,0,4,10,False,131,0,4,4,0.02,0
32,0,1,0,4,10,False,215,0,2,2,0.01,0
33,0,1,0,4,10,True,131,0,50,50,0.25,0
34,0,1,0,4,10,True,127,15,62,3902,19.51,0
35,0,1,0,4,10,False,126,15,74,3914,19.57,0
36,0,1,0,4,10,False,210,15,89,3929,19.645,0
37,0,1,0,4,10,True,126,0,172,172,0.86,0
38,0,1,0,4,10,True,201,14,176,3760,18.8,0
39,0,1,0,4,10,False,201,0,179,179,0.895,0
40,0,1,0,4,10,False,29,15,150,3990,19.95,0
41,0,1,0,4,10,True,201,0,176,176,0.88,0
42,0,1,0,4,10,True,197,15,161,4001,20.005,0
43,0,1,0,4,10,False,196,0,143,143,0.715,0
44,0,1,0,4,10,False,25,15,35,3875,19.375,0
45,0,1,0,4,10,True,196,0,14,14,0.07,184
46,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
47,0,1,0,4,10,False,16,15,124,3964,19.82,0
48,0,1,0,4,10,False,100,14,4,3588,17.94,0
49,0,1,0,4,10,False,15,11,14,2830,14.15,233
50,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
51,0,1,16,1,4,False,0,0,0,0,0.0,0
52,0,1,17,2,55,True,3,0,0,0,0.0,0
53,0,1,0,4,10,False,95,0,26,26,0.13,0
54,0,1,13,7,4,False,10,11,3,2819,14.095,9045104
55,0,1,0,4,10,True,95,15,187,4027,20.135,0
56,0,1,0,4,10,True,7,13,233,3561,17.805,0
57,0,1,0,4,10,False,6,0,64,64,0.32,0
58,0,1,0,4,10,False,90,14,92,3676,18.38,0
59,0,1,0,4,10,True,6,15,47,3887,19.435,0
60,0,1,0,4,10,True,82,15,61,3901,19.505,0
61,0,1,0,4,10,False,81,0,51,51,0.255,0
62,0,1,0,4,10,False,165,14,241,3825,19.125,0
63,0,1,0,4,10,True,81,13,14,3342,16.71,17
64,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
65,0,1,0,4,10,False,77,15,177,4017,20.085,0
66,0,1,0,4,10,False,161,15,32,3872,19.36,0
67,0,1,0,4,10,False,77,15,159,3999,19.995,0
68,0,1,0,4,10,True,152,15,47,3887,19.435,0
69,0,1,0,4,10,False,152,15,83,3923,19.615,0
70,0,1,0,4,10,False,235,15,220,4060,20.3,0
71,0,1,0,4,10,True,152,0,34,34,0.17,0
72,0,1,0,4,10,True,147,14,147,3731,18.655,0
73,0,1,0,4,10,False,147,15,185,4025,20.125,0
74,0,1,0,4,10,False,231,13,12,3340,16.7,0
75,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
