readout	order	layer	ChipID	payload	location	isCol	timestamp	tot_msb	tot_lsb	tot_total	tot_us	fpga_ts
0	59	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	60	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	61	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	62	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	63	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	64	1	0	4	33	True	138	10	102	2662	26.62	0
0	65	1	0	4	17	True	193	6	76	1612	16.12	0
0	66	1	0	4	4	False	18	1	4	260	2.6	0
0	67	1	19	7	37	False	4	5	225	1505	15.05	297732
0	68	1	1	0	0	False	0	0	0	0	0.0	0
0	69	1	28	0	0	False	0	0	0	0	0.0	0
0	70	1	1	1	56	True	0	0	0	0	0.0	0
0	71	1	0	4	7	False	224	5	22	1302	13.02	0
0	72	1	0	4	9	False	224	2	64	576	5.76	0
0	73	1	0	4	10	False	224	12	194	3266	32.66	0
0	74	1	0	4	11	False	224	10	121	2681	26.81	0
0	75	1	0	4	14	False	223	0	188	188	1.88	0
0	76	1	0	4	13	True	223	0	165	165	1.65	0
0	77	1	0	4	14	True	223	12	251	3323	33.23	0
0	78	1	0	4	15	True	223	2	42	554	5.54	0
0	79	1	0	4	17	True	224	12	141	3213	32.13	0
0	80	1	0	4	18	True	224	13	251	3579	35.79	0
0	81	1	0	4	19	True	224	11	233	3049	30.49	0
0	82	1	0	4	20	True	224	11	235	3051	30.51	0
0	83	1	0	4	21	True	224	11	59	2875	28.75	0
0	84	1	0	4	22	True	224	11	46	2862	28.62	0
0	85	1	0	4	24	True	224	9	27	2331	23.31	0
0	86	1	0	4	25	True	224	13	104	3432	34.32	0
0	87	1	0	4	26	True	224	13	246	3574	35.74	0
0	88	1	0	4	27	True	224	14	138	3722	37.22	0
0	89	1	0	4	28	True	224	12	205	3277	32.77	0
0	90	1	0	4	29	True	224	5	1	1281	12.81	0
0	91	1	0	4	30	True	224	9	98	2402	24.02	0
0	92	1	0	4	31	True	224	10	251	2811	28.11	0
0	93	1	0	4	32	True	224	7	232	2024	20.24	0
0	94	1	0	4	28	False	82	10	181	2741	27.41	0
0	95	1	0	4	33	True	224	10	73	2633	26.33	0
0	96	1	0	4	6	True	82	10	161	2721	27.21	0
0	97	1	0	4	4	False	144	11	7	2823	28.23	0
0	98	1	13	2	28	True	5	0	0	0	0.0	0
0	99	1	22	1	4	False	0	0	0	0	0.0	0
0	100	1	1	0	0	False	0	0	0	0	0.0	0
0	101	1	27	3	10	False	18	4	0	1024	10.24	0
0	102	1	16	5	28	True	5	13	3	3331	33.31	10
0	103	1	2	2	4	False	7	0	0	0	0.0	0
0	104	1	27	3	5	False	83	4	0	1024	10.24	0
0	105	1	1	2	27	True	13	0	0	0	0.0	0
0	106	1	0	2	4	False	11	0	0	0	0.0	0
0	107	1	0	3	10	False	208	4	0	1024	10.24	0
0	108	1	0	6	27	True	1	5	4	1284	12.84	56205
0	109	1	0	1	45	False	0	0	0	0	0.0	0
0	110	1	0	4	14	True	219	12	171	3243	32.43	0
0	111	1	0	4	15	True	219	2	129	641	6.41	0
0	112	1	0	4	17	True	219	12	157	3229	32.29	0
0	113	1	0	4	18	True	219	13	237	3565	35.65	0
0	114	1	0	4	19	True	219	12	22	3094	30.94	0
0	115	1	0	4	20	True	219	12	76	3148	31.48	0
0	116	1	0	4	21	True	219	11	162	2978	29.78	0
0	117	1	0	4	22	True	219	11	225	3041	30.41	0
0	118	1	0	4	24	True	219	8	201	2249	22.49	0
0	119	1	0	4	25	True	219	12	242	3314	33.14	0
0	120	1	0	4	26	True	219	14	69	3653	36.53	0
0	121	1	0	4	27	True	219	15	17	3857	38.57	0
0	122	1	0	4	28	True	219	13	68	3396	33.96	0
0	123	1	0	4	29	True	219	5	62	1342	13.42	0
0	124	1	0	4	30	True	219	8	246	2294	22.94	0
0	125	1	0	4	31	True	219	11	0	2816	28.16	0
0	126	1	0	4	32	True	219	8	73	2121	21.21	0
0	127	1	0	4	21	False	1	0	52	52	0.52	0
0	128	1	0	4	33	True	219	10	119	2679	26.79	0
0	129	1	0	4	15	True	1	0	31	31	0.31	0
0	130	1	0	4	4	False	18	1	3	259	2.59	0
0	131	1	31	2	24	False	4	0	0	0	0.0	0
0	132	1	16	5	17	True	3	7	4	1796	17.96	8
0	133	1	26	0	0	False	0	0	0	0	0.0	0
0	134	1	1	1	44	True	0	0	0	0	0.0	0
0	135	1	0	4	7	False	208	5	173	1453	14.53	0
0	136	1	0	4	9	False	208	2	134	646	6.46	0
0	137	1	0	4	10	False	208	12	187	3259	32.59	0
0	138	1	0	4	11	False	208	10	127	2687	26.87	0
0	139	1	0	4	14	False	208	1	78	334	3.34	0
0	140	1	0	4	13	True	208	1	56	312	3.12	0
0	141	1	0	4	14	True	208	12	181	3253	32.53	0
0	142	1	0	4	15	True	208	2	113	625	6.25	0
0	143	1	0	4	17	True	208	12	83	3155	31.55	0
0	144	1	0	4	18	True	208	13	229	3557	35.57	0
0	145	1	0	4	19	True	208	11	228	3044	30.44	0
0	146	1	0	4	20	True	208	12	71	3143	31.43	0
0	147	1	0	4	21	True	209	12	21	3093	30.93	0
0	148	1	0	4	22	True	208	11	48	2864	28.64	0
0	149	1	0	4	24	True	208	8	207	2255	22.55	0
0	150	1	0	4	25	True	208	12	229	3301	33.01	0
0	151	1	0	4	26	True	208	14	0	3584	35.84	0
0	152	1	0	4	27	True	208	14	209	3793	37.93	0
0	153	1	0	4	28	True	208	13	30	3358	33.58	0
0	154	1	0	4	29	True	208	5	153	1433	14.33	0
0	155	1	0	4	30	True	208	9	74	2378	23.78	0
0	156	1	0	4	31	True	208	10	129	2689	26.89	0
0	157	1	0	4	32	True	208	7	217	2009	20.09	0
0	158	1	0	4	33	True	208	10	27	2587	25.87	0
0	159	1	0	4	34	True	208	9	55	2359	23.59	0
0	160	1	0	4	13	True	85	12	207	3279	32.79	0
0	161	1	0	4	18	False	118	3	29	797	7.97	0
0	162	1	0	4	16	True	223	12	21	3093	30.93	0
0	163	1	0	4	5	True	117	3	5	773	7.73	0
0	164	1	0	4	15	False	227	3	105	873	8.73	0
0	165	1	0	4	18	False	224	11	241	3057	30.57	0
0	166	1	0	4	13	False	103	2	89	601	6.01	0
0	167	1	0	4	5	True	102	14	13	3597	35.97	0
0	168	1	0	4	8	False	85	3	168	936	9.36	0
0	169	1	0	4	4	False	133	6	15	1551	15.51	0
0	170	1	0	4	7	False	85	0	111	111	1.11	0
0	171	1	7	0	0	False	0	0	0	0	0.0	0
0	172	1	0	4	9	False	85	11	207	3023	30.23	0
0	173	1	0	4	10	False	85	4	177	1201	12.01	0
0	174	1	0	4	11	False	85	2	213	725	7.25	0
0	175	1	0	4	14	False	203	14	4	3588	35.88	0
0	176	1	0	4	15	False	104	4	87	1111	11.11	0
0	177	1	0	4	13	True	85	13	230	3558	35.58	0
0	178	1	0	4	14	True	85	7	148	1940	19.4	0
0	179	1	0	4	15	True	85	11	185	3001	30.01	0
0	180	1	0	4	16	True	223	14	236	3820	38.2	0
0	181	1	0	4	17	True	85	6	53	1589	15.89	0
0	182	1	0	4	18	True	85	6	109	1645	16.45	0
0	183	1	0	4	19	True	85	4	200	1224	12.24	0
0	184	1	0	4	20	True	85	4	128	1152	11.52	0
0	185	1	0	4	21	True	85	4	50	1074	10.74	0
0	186	1	0	4	22	True	85	3	52	820	8.2	0
0	187	1	0	4	24	True	85	1	117	373	3.73	0
0	188	1	0	4	25	True	85	4	231	1255	12.55	0
0	189	1	0	4	26	True	85	6	231	1767	17.67	0
0	190	1	0	4	27	True	85	7	149	1941	19.41	0
0	191	1	0	4	28	True	85	9	31	2335	23.35	0
0	192	1	0	4	29	True	85	0	91	91	0.91	0
0	193	1	0	4	30	True	85	15	86	3926	39.26	0
0	194	1	0	4	31	True	85	3	223	991	9.91	0
0	195	1	0	4	32	True	85	1	67	323	3.23	0
0	196	1	0	4	33	True	85	2	231	743	7.43	0
0	197	1	0	4	34	True	85	1	101	357	3.57	0
0	198	1	0	4	6	False	114	13	208	3536	35.36	0
0	199	1	0	4	4	True	114	13	187	3515	35.15	0
0	200	1	0	4	18	False	35	4	80	1104	11.04	0
0	201	1	0	4	8	False	34	9	228	2532	25.32	0
0	202	1	0	4	5	True	35	4	60	1084	10.84	0
0	203	1	0	4	7	False	34	4	222	1246	12.46	0
0	204	1	0	4	9	False	34	2	10	522	5.22	0
0	205	1	0	4	10	False	34	12	201	3273	32.73	0
0	206	1	0	4	11	False	34	10	228	2788	27.88	0
0	207	1	0	4	14	False	34	4	134	1158	11.58	0
0	208	1	0	4	13	True	34	4	112	1136	11.36	0
0	209	1	0	4	14	True	34	12	177	3249	32.49	0
0	210	1	0	4	15	True	34	1	244	500	5.0	0
0	211	1	0	4	16	True	34	7	70	1862	18.62	0
0	212	1	0	4	17	True	34	12	110	3182	31.82	0
0	213	1	0	4	18	True	34	14	17	3601	36.01	0
0	214	1	0	4	19	True	34	12	49	3121	31.21	0
0	215	1	0	4	20	True	34	11	214	3030	30.3	0
0	216	1	0	4	21	True	34	11	188	3004	30.04	0
0	217	1	0	4	22	True	34	11	97	2913	29.13	0
0	218	1	0	4	24	True	34	9	1	2305	23.05	0
0	219	1	0	4	25	True	34	12	199	3271	32.71	0
0	220	1	0	4	26	True	34	13	217	3545	35.45	0
0	221	1	0	4	27	True	34	14	52	3636	36.36	0
0	222	1	0	4	28	True	34	14	112	3696	36.96	0
0	223	1	0	4	29	True	34	4	203	1227	12.27	0
0	224	1	0	4	30	True	34	9	52	2356	23.56	0
0	225	1	0	4	31	True	10	1	4	260	2.6	2081400834
0	226	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	227	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	228	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	229	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	230	1	0	4	5	True	168	15	103	3943	39.43	0
0	231	1	0	4	15	False	64	10	75	2635	26.35	0
0	232	1	0	4	4	True	64	10	57	2617	26.17	0
0	233	1	0	4	2	False	136	12	135	3207	32.07	0
0	234	1	0	4	6	True	136	12	113	3185	31.85	0
0	235	1	0	4	9	True	208	2	131	643	6.43	0
0	236	1	0	4	16	False	208	5	170	1450	14.5	0
0	237	1	0	4	8	True	208	5	149	1429	14.29	0
0	238	1	0	4	32	False	68	13	144	3472	34.72	0
0	239	1	0	4	9	True	68	13	126	3454	34.54	0
0	240	1	0	4	29	False	80	15	130	3970	39.7	0
0	241	1	0	4	9	True	80	15	110	3950	39.5	0
0	242	1	0	4	16	False	179	9	195	2499	24.99	0
0	243	1	0	4	6	True	179	9	175	2479	24.79	0
0	244	1	0	4	7	False	45	0	149	149	1.49	0
0	245	1	0	4	5	True	45	0	128	128	1.28	0
0	246	1	0	4	13	False	152	3	112	880	8.8	0
0	247	1	0	4	6	True	152	3	92	860	8.6	0
0	248	1	0	4	28	False	254	3	126	894	8.94	0
0	249	1	0	4	9	True	254	3	106	874	8.74	0
0	250	1	0	4	22	False	246	2	24	536	5.36	0
0	251	1	0	4	11	True	246	2	6	518	5.18	0
0	252	1	0	4	28	False	66	2	112	624	6.24	0
0	253	1	0	4	14	True	66	2	92	604	6.04	0
0	254	1	0	4	13	False	4	2	170	682	6.82	0
0	255	1	1	7	12	False	83	10	235	2795	27.95	459780
0	256	1	30	1	7	False	0	0	0	0	0.0	0
0	257	1	18	4	4	True	83	10	215	2775	27.75	0
0	258	1	0	4	7	True	234	13	14	3342	33.42	0
0	259	1	0	4	23	False	234	3	121	889	8.89	0
0	260	1	0	4	6	True	235	3	91	859	8.59	0
0	261	1	0	4	2	False	96	13	196	3524	35.24	0
0	262	1	0	4	16	True	95	13	176	3504	35.04	0
0	263	1	0	4	4	False	127	9	198	2502	25.02	0
0	264	1	0	4	5	True	127	9	178	2482	24.82	0
0	265	1	0	4	18	False	178	5	28	1308	13.08	0
0	266	1	0	4	12	True	178	5	8	1288	12.88	0
0	267	1	0	4	20	False	222	12	4	3076	30.76	0
0	268	1	0	4	11	True	222	11	240	3056	30.56	0
0	269	1	0	4	11	False	187	0	244	244	2.44	0
0	270	1	0	4	11	True	187	0	225	225	2.25	0
0	271	1	0	4	12	False	187	7	93	1885	18.85	0
0	272	1	0	4	10	True	187	7	70	1862	18.62	0
0	273	1	0	4	21	False	149	3	94	862	8.62	0
0	274	1	0	4	8	True	149	3	76	844	8.44	0
0	275	1	0	4	12	True	55	10	240	2800	28.0	0
0	276	1	0	4	12	False	55	6	53	1589	15.89	0
0	277	1	0	4	13	True	55	6	32	1568	15.68	0
0	278	1	0	4	7	False	222	4	11	1035	10.35	0
0	279	1	4	3	9	False	115	5	0	1280	12.8	0
0	280	1	23	2	4	False	137	0	0	0	0.0	0
0	281	1	27	6	5	False	4	5	236	1516	15.16	10
0	282	1	20	4	61	False	61	13	61	3389	33.89	0
0	283	1	0	4	24	False	174	4	150	1174	11.74	0
0	284	1	0	4	14	True	174	4	133	1157	11.57	0
0	285	1	0	4	18	False	33	4	141	1165	11.65	0
0	286	1	4	3	9	False	162	14	0	3584	35.84	0
0	287	1	9	4	4	False	150	1	14	270	2.7	0
0	288	1	6	6	4	False	142	3	15	783	7.83	1110
0	289	1	17	7	35	False	2	12	4	3076	30.76	271760
0	290	1	26	1	4	False	0	0	0	0	0.0	0
0	291	1	18	1	35	False	0	0	0	0	0.0	0
0	292	1	1	6	63	True	4	2	35	547	5.47	52747
0	293	1	0	4	19	True	35	12	120	3192	31.92	0
0	294	1	0	4	20	True	35	10	73	2633	26.33	0
0	295	1	0	4	21	True	35	10	241	2801	28.01	0
0	296	1	0	4	22	True	35	9	131	2435	24.35	0
0	297	1	0	4	24	True	35	8	31	2079	20.79	0
0	298	1	0	4	25	True	35	10	201	2761	27.61	0
0	299	1	0	4	26	True	35	12	99	3171	31.71	0
0	300	1	0	4	27	True	35	14	159	3743	37.43	0
0	301	1	0	4	28	True	35	0	238	238	2.38	0
0	302	1	0	4	29	True	35	9	250	2554	25.54	0
0	303	1	0	4	30	True	35	5	88	1368	13.68	0
0	304	1	0	4	31	True	35	10	74	2634	26.34	0
0	305	1	0	4	32	True	35	9	110	2414	24.14	0
0	306	1	0	4	33	True	35	8	251	2299	22.99	0
0	307	1	0	4	34	True	35	7	84	1876	18.76	0
0	308	1	0	4	13	True	222	0	59	59	0.59	0
0	309	1	0	4	18	False	185	7	57	1849	18.49	0
0	310	1	0	4	15	False	7	2	236	748	7.48	0
0	311	1	0	4	5	True	185	9	85	2389	23.89	0
0	312	1	0	4	16	True	116	5	140	1420	14.2	0
0	313	1	0	4	13	False	252	4	18	1042	10.42	0
0	314	1	0	4	8	False	116	13	136	3464	34.64	0
0	315	1	0	3	0	False	185	13	0	3328	33.28	0
0	316	1	0	4	11	False	66	0	147	147	1.47	0
0	317	1	0	4	29	True	66	0	131	131	1.31	0
0	318	1	0	4	30	False	67	15	216	4056	40.56	0
0	319	1	0	4	5	True	67	15	199	4039	40.39	0
0	320	1	0	4	23	False	143	13	27	3355	33.55	0
0	321	1	0	4	8	True	143	13	9	3337	33.37	0
0	322	1	0	4	33	False	195	2	194	706	7.06	0
0	323	1	0	4	3	True	195	2	173	685	6.85	0
0	324	1	0	4	25	False	154	13	114	3442	34.42	0
0	325	1	0	4	6	True	154	13	94	3422	34.22	0
0	326	1	0	4	30	False	179	9	77	2381	23.81	0
0	327	1	0	4	4	True	179	9	61	2365	23.65	0
0	328	1	0	4	31	False	179	7	47	1839	18.39	0
0	329	1	0	4	25	True	179	7	27	1819	18.19	0
0	330	1	0	4	21	False	139	9	147	2451	24.51	0
0	331	1	0	4	10	True	139	9	127	2431	24.31	0
0	332	1	0	4	24	False	136	8	57	2105	21.05	0
0	333	1	0	4	7	True	136	8	40	2088	20.88	0
0	334	1	0	4	13	False	72	1	137	393	3.93	0
0	335	1	0	4	5	True	72	1	119	375	3.75	0
0	336	221	0	0	0	False	0	0	10	10	0.1	2023752705
0	337	242	0	0	0	False	0	0	10	10	0.1	1
0	338	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	339	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	340	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	341	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	342	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	343	1	0	4	34	True	121	9	48	2352	23.52	0
0	344	1	0	4	0	False	238	10	183	2743	27.43	0
0	345	1	0	4	21	True	119	1	93	349	3.49	0
0	346	1	0	4	18	False	119	6	30	1566	15.66	0
0	347	1	0	4	8	False	119	9	214	2518	25.18	0
0	348	1	0	4	5	True	119	6	10	1546	15.46	0
0	349	1	0	4	7	False	119	5	145	1425	14.25	0
0	350	1	0	4	9	False	119	2	80	592	5.92	0
0	351	1	0	4	10	False	119	12	201	3273	32.73	0
0	352	1	0	4	11	False	119	11	4	2820	28.2	0
0	353	1	0	4	14	False	118	0	92	92	0.92	0
0	354	1	0	4	13	True	118	0	70	70	0.7	0
0	355	1	0	4	14	True	118	12	189	3261	32.61	0
0	356	1	0	4	15	True	119	2	57	569	5.69	0
0	357	1	0	4	16	True	119	7	128	1920	19.2	0
0	358	1	0	4	17	True	119	12	143	3215	32.15	0
0	359	1	0	4	18	True	119	14	8	3592	35.92	0
0	360	1	0	4	19	True	119	11	215	3031	30.31	0
0	361	1	0	4	20	True	119	12	121	3193	31.93	0
0	362	1	0	4	21	True	119	5	247	1527	15.27	0
0	363	1	0	4	22	True	119	11	69	2885	28.85	0
0	364	1	0	4	24	True	119	8	200	2248	22.48	0
0	365	1	0	4	25	True	119	13	123	3451	34.51	0
0	366	1	0	4	26	True	119	14	1	3585	35.85	0
0	367	1	0	4	27	True	119	14	147	3731	37.31	0
0	368	1	0	4	28	True	119	12	194	3266	32.66	0
0	369	1	0	4	29	True	119	5	125	1405	14.05	0
0	370	1	0	4	30	True	119	9	75	2379	23.79	0
0	371	1	0	4	31	True	119	10	186	2746	27.46	0
0	372	1	0	4	32	True	119	7	215	2007	20.07	0
0	373	1	0	4	32	False	207	5	60	1340	13.4	0
0	374	1	0	4	33	True	119	10	142	2702	27.02	0
0	375	1	0	4	17	True	207	5	41	1321	13.21	0
0	376	1	0	4	4	False	18	15	4	3844	38.44	0
0	377	1	21	2	63	False	4	0	0	0	0.0	0
0	378	1	16	5	31	True	4	7	4	1796	17.96	8
0	379	1	27	6	9	False	208	4	7	1031	10.31	1502
0	380	1	10	4	4	False	9	14	2	3586	35.86	0
0	381	1	31	1	4	False	0	0	0	0	0.0	0
0	382	1	1	2	30	True	12	0	0	0	0.0	0
0	383	1	22	4	4	False	11	14	10	3594	35.94	0
0	384	1	26	6	4	False	14	14	1	3585	35.85	1101
0	385	1	17	5	30	True	1	6	4	1540	15.4	142
0	386	1	27	6	12	False	221	4	143	1167	11.67	734
0	387	1	28	1	4	False	0	0	0	0	0.0	0
0	388	1	18	1	30	True	0	0	0	0	0.0	0
0	389	1	1	4	28	True	4	2	222	734	7.34	0
0	390	1	1	5	63	True	4	3	222	990	9.9	11
0	391	1	23	6	4	False	148	14	12	3596	35.96	1147
0	392	1	18	5	30	True	11	15	4	3844	38.44	150
0	393	1	27	6	11	False	36	4	152	1176	11.76	2270
0	394	1	11	4	4	False	153	14	13	3597	35.97	0
0	395	1	5	1	4	False	0	0	0	0	0.0	0
0	396	1	19	2	30	True	13	0	0	0	0.0	0
0	397	1	31	1	4	False	0	0	0	0	0.0	0
0	398	1	19	3	30	True	14	9	0	2304	23.04	0
0	399	1	0	4	28	True	222	13	103	3431	34.31	0
0	400	1	0	4	29	True	222	5	63	1343	13.43	0
0	401	1	0	4	30	True	222	9	7	2311	23.11	0
0	402	1	0	4	31	True	222	10	196	2756	27.56	0
0	403	1	0	4	32	True	222	7	254	2046	20.46	0
0	404	1	0	4	25	False	14	6	99	1635	16.35	0
0	405	1	0	4	33	True	222	10	6	2566	25.66	0
0	406	1	0	4	8	True	14	6	81	1617	16.17	0
0	407	1	0	4	4	False	18	13	4	3332	33.32	0
0	408	1	19	7	7	False	106	4	133	1157	11.57	9176109
0	409	1	0	4	8	False	44	9	217	2521	25.21	0
0	410	1	0	4	7	False	44	5	27	1307	13.07	0
0	411	1	0	4	9	False	44	3	4	772	7.72	0
0	412	1	0	4	10	False	44	12	216	3288	32.88	0
0	413	1	0	4	11	False	44	11	127	2943	29.43	0
0	414	1	0	4	14	False	44	0	155	155	1.55	0
0	415	1	0	4	13	True	44	0	132	132	1.32	0
0	416	1	0	4	14	True	44	12	176	3248	32.48	0
0	417	1	0	4	15	True	44	2	238	750	7.5	0
0	418	1	0	4	17	True	44	12	164	3236	32.36	0
0	419	1	0	4	18	True	44	13	242	3570	35.7	0
0	420	1	0	4	19	True	44	11	184	3000	30.0	0
0	421	1	0	4	20	True	44	12	54	3126	31.26	0
0	422	1	0	4	21	True	44	11	152	2968	29.68	0
0	423	1	0	4	22	True	44	11	74	2890	28.9	0
0	424	1	0	4	24	True	44	8	201	2249	22.49	0
0	425	1	0	4	25	True	44	13	24	3352	33.52	0
0	426	1	0	4	26	True	44	14	36	3620	36.2	0
0	427	1	0	4	27	True	44	14	214	3798	37.98	0
0	428	1	0	4	28	True	44	13	182	3510	35.1	0
0	429	1	0	4	29	True	44	5	7	1287	12.87	0
0	430	1	0	4	30	True	44	9	26	2330	23.3	0
0	431	1	0	4	31	True	44	10	1	2561	25.61	82579716
0	432	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	433	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	434	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	435	1	0	4	12	True	236	3	241	1009	10.09	0
0	436	1	0	4	3	False	41	7	220	2012	20.12	0
0	437	1	0	4	12	True	41	7	198	1990	19.9	0
0	438	1	0	4	33	False	138	12	95	3167	31.67	0
0	439	1	0	4	11	True	138	12	73	3145	31.45	0
0	440	1	0	4	27	False	181	7	100	1892	18.92	0
0	441	1	0	4	9	True	181	7	79	1871	18.71	0
0	442	1	0	4	11	True	226	1	217	473	4.73	0
0	443	1	0	4	4	False	225	6	72	1608	16.08	0
0	444	1	0	4	12	True	225	6	51	1587	15.87	0
0	445	1	0	4	4	False	232	2	185	697	6.97	0
0	446	1	0	4	7	True	232	2	164	676	6.76	0
0	447	1	0	4	3	False	232	8	239	2287	22.87	0
0	448	1	0	4	8	True	232	8	218	2266	22.66	0
0	449	1	0	4	18	False	204	1	156	412	4.12	0
0	450	1	0	4	6	True	204	1	135	391	3.91	0
0	451	1	0	4	8	False	159	6	62	1598	15.98	0
0	452	1	0	4	15	True	159	6	42	1578	15.78	0
0	453	10	30	1	0	False	0	0	0	0	0.0	2684616970
0	454	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	455	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	456	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	457	-1	-1	-1	-1	True	-1	-1	-1	-1	-1.0	-1
0	458	1	0	4	18	False	81	1	246	502	5.02	0
0	459	1	0	4	33	True	12	10	75	2635	26.35	0
0	460	1	0	4	6	True	81	1	226	482	4.82	0
0	461	1	0	4	4	False	18	0	4	4	0.04	0
0	462	1	1	6	27	False	4	5	56	1336	13.36	64003
0	463	1	0	4	16	True	157	7	116	1908	19.08	0
0	464	1	0	4	18	False	6	8	181	2229	22.29	0
0	465	1	0	4	24	True	55	12	106	3178	31.78	0
0	466	1	0	4	1	False	4	4	18	1042	10.42	0
0	467	1	0	4	8	False	55	1	136	392	3.92	0
0	468	1	19	6	11	False	48	4	144	1168	11.68	15859
0	469	1	0	4	21	False	45	3	229	997	9.97	0
