,readout,layer,chipID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,fpga_ts
0,0,1,0,4,13,False,0,13,4,3332,33.32,0
1,0,1,0,2,8,True,8,0,0,0,0.0,0
2,0,1,0,4,4,False,133,13,12,3340,33.4,0
3,0,1,0,2,4,False,134,0,0,0,0.0,0
4,0,1,0,5,8,False,86,4,135,1159,11.59,13
5,0,1,0,4,30,False,4,3,23,791,7.91,0
6,0,1,0,2,32,True,4,0,0,0,0.0,0
7,0,1,0,5,12,False,190,4,137,1161,11.61,13
8,0,1,0,7,29,True,4,10,13,2573,25.73,264459
9,0,1,0,3,13,False,4,14,0,3584,35.84,0
10,0,1,0,4,12,True,13,15,87,3927,39.27,0
11,0,1,0,4,13,True,13,4,200,1224,12.24,0
12,0,1,0,4,14,True,13,9,175,2479,24.79,0
13,0,1,0,4,15,True,13,9,14,2318,23.18,0
14,0,1,0,4,16,True,13,6,214,1750,17.5,0
15,0,1,0,4,17,True,23,15,47,3887,38.87,0
16,0,1,0,4,18,True,25,6,173,1709,17.09,0
17,0,1,0,4,19,True,13,1,50,306,3.06,0
18,0,1,0,4,20,True,13,7,61,1853,18.53,0
19,0,1,19,1,2,False,0,0,0,0,0.0,0
20,0,1,0,4,15,False,152,7,199,1991,19.91,0
21,0,1,31,3,4,False,133,9,0,2304,23.04,0
22,0,1,0,4,14,True,152,7,181,1973,19.73,0
23,0,1,0,7,50,True,4,3,153,921,9.21,321287
24,0,1,0,4,18,False,70,0,178,178,1.78,0
25,0,1,2,0,0,False,0,0,0,0,0.0,0
26,0,1,0,4,13,False,81,4,57,1081,10.81,0
27,0,1,9,7,8,False,159,4,15,1039,10.39,5276497
28,0,1,0,4,15,False,79,7,45,1837,18.37,0
29,0,1,1,1,27,True,0,0,0,0,0.0,0
30,0,1,0,4,14,True,79,7,26,1818,18.18,0
31,0,1,0,4,30,False,135,0,172,172,1.72,0
32,0,1,0,4,4,True,79,8,61,2109,21.09,0
33,0,1,0,4,27,True,135,0,152,152,1.52,0
34,0,1,0,4,4,False,16,0,0,0,0.0,17432576
35,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
36,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
37,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
38,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
39,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
40,0,1,27,3,4,False,131,2,0,512,5.12,0
41,0,1,0,4,30,False,1,0,214,214,2.14,0
42,0,1,1,2,38,True,4,0,0,0,0.0,0
43,0,1,0,4,27,True,1,0,195,195,1.95,0
44,0,1,16,5,3,True,3,11,4,2820,28.2,13
45,0,1,14,0,0,False,0,0,0,0,0.0,0
46,0,1,0,1,3,False,0,0,0,0,0.0,0
47,0,1,0,4,18,False,3,3,115,883,8.83,0
48,0,1,0,5,50,False,11,7,4,1796,17.96,131
49,0,1,0,4,14,True,48,7,97,1889,18.89,0
50,0,1,6,0,0,False,0,0,0,0,0.0,0
