,readout,layer,chipID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,fpga_ts
0,0,1,0,4,19,False,58,7,195,1987,9.935,0
1,0,1,0,4,6,True,238,0,167,167,0.835,0
2,0,1,0,4,10,True,0,0,0,0,0.0,167772160
3,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
4,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
5,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
6,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
7,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
8,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
9,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
10,0,1,0,4,19,False,187,6,208,1744,8.72,0
11,0,1,0,4,19,False,187,0,138,138,0.69,0
12,0,1,0,4,19,False,85,10,246,2806,14.03,0
13,0,1,0,4,19,False,64,0,0,0,0.0,0
14,0,1,0,4,19,False,28,8,16,2064,10.32,0
15,0,1,0,4,19,False,227,0,0,0,0.0,0
16,0,1,0,4,19,False,181,11,190,3006,15.03,0
17,0,1,0,4,6,True,143,2,85,597,2.985,0
18,0,1,0,4,10,True,230,3,128,896,4.48,0
19,0,1,0,4,16,True,74,7,155,1947,9.735,0
20,0,1,0,4,29,True,0,5,197,1477,7.385,0
21,0,1,0,4,31,True,0,2,76,588,2.94,0
22,0,1,0,4,29,True,0,3,58,826,4.13,0
23,0,1,0,4,22,True,119,7,248,2040,10.2,0
24,0,1,0,4,19,False,22,1,245,501,2.505,0
25,0,1,0,4,19,False,14,12,0,3072,15.36,167772160
26,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
27,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
28,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
29,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
30,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
31,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
32,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
33,0,1,0,4,19,False,101,4,224,1248,6.24,0
34,0,1,0,4,6,True,161,2,66,578,2.89,0
35,0,1,0,4,6,True,161,6,114,1650,8.25,0
36,0,1,0,4,7,True,230,6,129,1665,8.325,0
37,0,1,0,4,7,True,88,3,103,871,4.355,0
38,0,1,0,4,19,False,110,1,4,260,1.3,0
39,0,1,0,4,19,False,92,0,47,47,0.235,0
40,0,1,0,4,19,False,90,0,0,0,0.0,0
41,0,1,0,4,19,False,164,1,220,476,2.38,0
42,0,1,0,4,19,False,39,2,204,716,3.58,0
43,0,1,0,4,19,False,142,0,79,79,0.395,0
44,0,1,0,4,19,False,220,12,103,3175,15.875,0
45,0,1,0,4,19,False,24,2,30,542,2.71,0
46,0,1,0,4,19,False,50,5,26,1306,6.53,0
47,0,1,0,4,19,False,190,0,0,0,0.0,0
48,0,1,0,4,19,False,4,3,52,820,4.1,57613
49,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
50,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
51,0,1,0,4,19,False,15,0,159,159,0.795,0
52,0,1,0,4,19,False,242,7,51,1843,9.215,0
53,0,1,0,4,19,False,196,0,122,122,0.61,0
54,0,1,0,4,19,False,218,5,26,1306,6.53,0
55,0,1,0,4,19,False,174,1,20,276,1.38,0
56,0,1,0,4,19,False,244,15,131,3971,19.855,0
57,0,1,0,4,19,False,244,0,0,0,0.0,0
58,0,1,0,4,19,False,149,1,223,479,2.395,0
59,0,1,0,4,19,False,244,7,191,1983,9.915,0
60,0,1,0,4,19,False,244,0,0,0,0.0,0
61,0,1,0,4,16,True,74,1,148,404,2.02,0
62,0,1,0,4,22,True,209,7,207,1999,9.995,0
63,0,1,0,4,29,True,0,3,236,1004,5.02,0
64,0,1,0,4,31,True,0,3,93,861,4.305,0
65,0,1,0,4,19,False,97,0,225,225,1.125,0
66,0,1,0,4,29,True,0,6,1,1537,7.685,0
67,0,1,0,4,19,False,89,13,116,3444,17.22,0
68,0,1,0,4,19,False,89,0,0,0,0.0,0
69,0,1,0,4,22,True,171,15,122,3962,19.81,0
70,0,1,0,4,19,False,25,0,0,0,0.0,0
71,0,1,0,4,31,True,0,7,3,1795,8.975,0
72,0,1,0,4,19,False,68,12,109,3181,15.905,0
73,0,1,0,4,16,True,8,8,0,2048,10.24,167772160
74,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
75,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
76,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
77,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
78,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
79,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
80,0,1,0,4,19,False,162,0,94,94,0.47,0
81,0,1,0,4,19,False,159,1,64,320,1.6,0
82,0,1,0,4,19,False,211,8,102,2150,10.75,0
83,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
