,readout,layer,chipID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,fpga_ts
0,0,1,0,4,32,True,4,10,0,2560,12.8,167772160
1,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
2,0,37,0,0,0,False,0,0,10,10,0.05,1
3,0,199,0,4,10,True,0,0,0,0,0.0,0
4,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
5,0,1,0,4,10,False,108,7,64,1856,9.28,0
6,0,1,3,0,0,False,0,0,0,0,0.0,0
7,0,1,0,4,7,False,24,0,0,0,0.0,17432576
8,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
9,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
10,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
11,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
12,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
13,0,1,0,4,10,False,103,7,85,1877,9.385,0
14,0,1,0,4,10,False,19,13,22,3350,16.75,0
15,0,1,0,4,10,True,103,12,118,3190,15.95,0
16,0,1,0,4,10,True,94,6,249,1785,8.925,0
17,0,1,0,4,10,True,94,7,3,1795,8.975,0
18,0,1,0,4,10,False,178,7,84,1876,9.38,0
19,0,1,0,4,10,True,94,12,57,3129,15.645,0
20,0,1,0,4,10,True,90,7,91,1883,9.415,0
21,0,1,0,4,10,True,90,6,250,1786,8.93,0
22,0,1,0,4,10,False,173,7,45,1837,9.185,0
23,0,1,0,4,10,True,89,12,82,3154,15.77,0
24,0,1,0,4,10,True,164,7,103,1895,9.475,0
25,0,1,0,4,10,True,164,6,227,1763,8.815,0
26,0,1,0,4,10,False,248,7,3,1795,8.975,0
27,0,1,0,4,10,True,164,12,29,3101,15.505,0
28,0,1,0,4,10,True,160,7,38,1830,9.15,0
29,0,1,0,4,10,True,160,6,250,1786,8.93,0
30,0,1,0,4,10,False,244,7,114,1906,9.53,0
31,0,1,0,4,10,True,160,12,169,3241,16.205,0
32,0,1,0,4,10,True,155,7,3,1795,8.975,0
33,0,1,0,4,10,True,155,6,105,1641,8.205,0
34,0,1,0,4,10,False,239,7,44,1836,9.18,0
35,0,1,0,4,10,True,155,12,216,3288,16.44,0
36,0,1,0,4,10,True,235,6,242,1778,8.89,0
37,0,1,0,4,10,True,235,6,195,1731,8.655,0
38,0,1,0,4,10,False,63,6,197,1733,8.665,0
39,0,1,0,4,10,True,235,13,11,3339,16.695,0
40,0,1,0,4,10,True,230,6,235,1771,8.855,0
41,0,1,0,4,10,True,230,6,215,1751,8.755,0
42,0,1,0,4,10,False,58,6,243,1779,8.895,0
43,0,1,0,4,10,True,230,12,125,3197,15.985,0
44,0,1,0,4,10,True,226,7,82,1874,9.37,0
45,0,1,0,4,10,True,226,6,197,1733,8.665,0
46,0,1,0,4,10,False,54,7,70,1862,9.31,0
47,0,1,0,4,10,True,226,12,172,3244,16.22,0
48,0,1,0,4,10,True,45,7,18,1810,9.05,0
49,0,1,0,4,10,True,45,6,181,1717,8.585,0
50,0,1,0,4,10,False,128,7,39,1831,9.155,0
51,0,1,0,4,10,True,44,12,186,3258,16.29,0
52,0,1,0,4,10,True,40,6,250,1786,8.93,0
53,0,1,0,4,10,True,40,6,207,1743,8.715,0
54,0,1,0,4,10,False,124,6,233,1769,8.845,0
55,0,1,0,4,10,True,40,12,186,3258,16.29,0
56,0,1,0,4,10,True,115,7,35,1827,9.135,0
57,0,1,0,4,10,True,115,6,211,1747,8.735,0
58,0,1,0,4,10,False,199,7,7,1799,8.995,0
59,0,1,0,4,10,True,115,12,104,3176,15.88,0
60,0,1,0,4,10,True,110,7,176,1968,9.84,0
61,0,1,0,4,10,True,110,6,206,1742,8.71,0
62,0,1,0,4,10,False,194,7,34,1826,9.13,0
63,0,1,0,4,10,True,110,12,155,3227,16.135,0
64,0,1,0,4,10,True,185,7,83,1875,9.375,0
65,0,1,0,4,10,True,185,6,155,1691,8.455,0
66,0,1,0,4,10,False,13,7,75,1867,9.335,0
67,0,1,0,4,10,True,185,12,193,3265,16.325,0
68,0,1,0,4,10,True,181,7,105,1897,9.485,0
69,0,1,0,4,10,True,181,7,6,1798,8.99,0
70,0,1,0,4,10,False,9,7,52,1844,9.22,0
71,0,1,0,4,10,True,181,12,100,3172,15.86,0
72,0,1,0,4,10,True,176,7,22,1814,9.07,0
73,0,1,0,4,10,True,176,6,194,1730,8.65,0
74,0,1,0,4,10,False,4,7,57,1849,9.245,0
75,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
