,readout,layer,chipID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,fpga_ts
0,0,1,0,4,53,False,4,5,0,1280,6.4,167772160
1,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
2,0,190,0,0,0,False,0,0,10,10,0.05,9044993
3,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
4,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
5,0,1,0,4,10,False,116,9,172,2476,12.38,0
6,0,1,0,4,10,False,112,4,96,1120,5.6,0
7,0,1,0,4,10,True,28,10,108,2668,13.34,0
8,0,1,0,4,10,True,112,4,78,1102,5.51,0
9,0,1,0,4,10,False,112,9,173,2477,12.385,0
10,0,1,0,4,10,False,187,4,103,1127,5.635,0
11,0,1,0,4,10,True,103,10,133,2693,13.465,0
12,0,1,0,4,10,True,187,4,85,1109,5.545,0
13,0,1,0,4,10,False,187,8,249,2297,11.485,0
14,0,1,0,4,10,False,182,4,157,1181,5.905,0
15,0,1,0,4,10,True,98,10,14,2574,12.87,0
16,0,1,0,4,10,True,182,4,139,1163,5.815,0
17,0,1,0,4,10,False,182,10,16,2576,12.88,0
18,0,1,0,4,10,False,178,4,57,1081,5.405,0
19,0,1,0,4,10,True,94,9,139,2443,12.215,0
20,0,1,0,4,10,True,178,4,39,1063,5.315,0
21,0,1,0,4,10,False,178,9,81,2385,11.925,0
22,0,1,0,4,10,False,1,4,165,1189,5.945,0
23,0,1,0,4,10,True,173,9,14,2318,11.59,0
24,0,1,0,4,10,True,1,4,147,1171,5.855,0
25,0,1,0,4,10,False,1,9,221,2525,12.625,0
26,0,1,0,4,10,False,253,4,139,1163,5.815,0
27,0,1,0,4,10,True,169,10,0,2560,12.8,0
28,0,1,0,4,10,True,253,4,122,1146,5.73,0
29,0,1,0,4,10,False,253,9,23,2327,11.635,0
30,0,1,0,4,10,False,248,4,178,1202,6.01,0
31,0,1,0,4,10,True,164,9,61,2365,11.825,0
32,0,1,0,4,10,True,248,4,161,1185,5.925,0
33,0,1,0,4,10,False,248,9,126,2430,12.15,0
34,0,1,0,4,10,False,67,4,234,1258,6.29,0
35,0,1,0,4,10,True,239,10,7,2567,12.835,0
36,0,1,0,4,10,True,67,4,216,1240,6.2,0
37,0,1,0,4,10,False,67,9,164,2468,12.34,0
38,0,1,0,4,10,False,63,5,93,1373,6.865,0
39,0,1,0,4,10,True,235,9,162,2466,12.33,0
40,0,1,0,4,10,True,63,5,76,1356,6.78,0
41,0,1,0,4,10,False,62,9,130,2434,12.17,0
42,0,1,0,4,10,False,137,4,146,1170,5.85,0
43,0,1,0,4,10,True,53,9,32,2336,11.68,0
44,0,1,0,4,10,True,137,4,129,1153,5.765,0
45,0,1,0,4,10,False,137,9,2,2306,11.53,0
46,0,1,0,4,10,False,133,4,57,1081,5.405,0
47,0,1,0,4,10,True,49,9,143,2447,12.235,0
48,0,1,0,4,10,True,133,4,40,1064,5.32,0
49,0,1,0,4,10,False,133,9,70,2374,11.87,0
50,0,1,0,4,10,False,128,3,240,1008,5.04,0
51,0,1,0,4,10,True,44,9,174,2478,12.39,0
52,0,1,0,4,10,True,128,3,223,991,4.955,0
53,0,1,0,4,10,False,128,9,154,2458,12.29,0
54,0,1,0,4,10,False,208,4,18,1042,5.21,0
55,0,1,0,4,10,True,124,9,25,2329,11.645,0
56,0,1,0,4,10,True,208,4,1,1025,5.125,0
57,0,1,0,4,10,False,208,9,11,2315,11.575,0
58,0,1,0,4,10,False,203,4,112,1136,5.68,0
59,0,1,0,4,10,True,119,9,144,2448,12.24,0
60,0,1,0,4,10,True,203,4,94,1118,5.59,0
61,0,1,0,4,10,False,203,9,66,2370,11.85,0
62,0,1,0,4,10,False,199,4,124,1148,5.74,0
63,0,1,0,4,10,True,115,9,245,2549,12.745,0
64,0,1,0,4,10,True,199,4,106,1130,5.65,0
65,0,1,0,4,10,False,199,10,10,2570,12.85,0
66,0,1,0,4,10,False,18,4,134,1158,5.79,0
67,0,1,0,4,10,True,190,9,22,2326,11.63,0
68,0,1,0,4,10,True,18,4,117,1141,5.705,0
69,0,1,0,4,10,False,17,10,130,2690,13.45,0
70,0,1,0,4,10,False,13,5,31,1311,6.555,0
71,0,1,0,4,10,True,185,9,144,2448,12.24,0
72,0,1,0,4,10,True,13,5,14,1294,6.47,0
73,0,1,0,4,10,False,13,9,76,2380,11.9,0
74,0,-1,-1,-1,-1,True,-1,-1,-1,-1,-1.0,-1
