readout	layer	chipID	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	1	0	18	26	0	0	2.99	3.16	3.075
0	1	0	25	4	0	0	1.42	1.56	1.49
0	1	1	12	29	0	0	2.85	3.03	2.94
0	1	1	18	30	0	0	3.22	3.4	3.31
0	1	0	27	31	0	0	2.81	2.99	2.9000000000000004
0	1	0	24	20	0	0	4.05	4.23	4.140000000000001
0	1	0	29	20	0	0	5.81	5.99	5.9
0	1	0	11	31	0	0	2.76	2.92	2.84
0	1	0	16	28	0	0	3.46	3.64	3.55
0	1	2	22	4	0	0	2.91	3.08	2.995
0	1	0	12	28	0	0	4.45	4.88	4.665
0	1	2	32	2	0	0	3.21	3.42	3.315
0	1	0	19	27	0	0	6.74	6.91	6.825
0	1	0	27	19	0	0	4.7	5.01	4.855
0	1	0	27	28	0	0	5.06	5.24	5.15
0	1	0	20	23	0	0	3.24	3.41	3.325
0	1	0	16	32	0	0	1.97	2.16	2.065
0	1	0	6	25	0	0	1.92	2.1	2.01
0	1	2	27	3	0	0	7.09	7.31	7.199999999999999
0	1	0	23	2	0	0	7.76	7.94	7.85
0	1	2	12	30	0	0	1.7	1.86	1.78
0	1	0	11	31	0	0	2.19	2.17	2.1799999999999997
0	1	0	11	31	0	0	4.23	4.39	4.3100000000000005
0	1	1	23	33	0	0	2.92	3.1	3.01
0	1	1	21	17	0	0	2.15	2.31	2.23
0	1	1	33	21	0	0	2.96	3.12	3.04
0	1	0	3	15	0	0	1.36	1.44	1.4
0	1	0	32	32	0	0	1.46	1.6	1.53
0	1	0	9	22	0	0	1.73	1.61	1.67
0	1	0	31	29	0	0	6.45	6.63	6.54
0	1	1	20	20	0	0	2.75	2.96	2.855
0	1	0	11	20	0	0	5.87	5.4	5.635
0	1	0	19	23	0	0	4.3	4.46	4.38
0	1	0	25	28	0	0	6.26	6.03	6.145
0	1	0	17	20	0	0	3.44	3.65	3.545
0	1	3	9	3	0	0	2.22	2.41	2.3150000000000004
0	1	0	9	27	0	0	3.63	3.8	3.715
0	1	0	13	28	0	0	2.05	2.13	2.09
0	1	0	13	33	0	0	4.18	4.35	4.265
0	1	2	25	5	0	0	2.28	2.46	2.37
0	1	0	32	22	0	0	6.77	6.43	6.6
0	1	1	3	26	0	0	4.23	4.41	4.32
0	1	1	14	25	0	0	4.36	4.55	4.455
0	1	0	12	24	0	0	3.89	4.06	3.9749999999999996
0	1	0	23	23	0	0	4.35	4.44	4.395
0	1	0	24	20	0	0	4.62	4.81	4.715
0	1	0	18	26	0	0	10.21	10.39	10.3
0	1	0	17	26	0	0	1.68	1.53	1.605
0	1	0	27	30	0	0	2.21	2.43	2.3200000000000003
0	1	0	15	33	0	0	1.67	1.71	1.69
0	1	1	6	32	0	0	2.88	3.03	2.955
0	1	1	13	29	0	0	3.45	3.63	3.54
0	1	0	23	24	0	0	5.58	5.32	5.45
0	1	0	23	20	0	0	4.8	5.0	4.9
0	1	0	33	33	0	0	4.79	4.96	4.875
0	1	0	19	19	0	0	2.84	2.99	2.915
0	1	2	28	19	0	0	3.82	4.0	3.91
0	1	2	21	0	0	0	2.81	2.99	2.9000000000000004
0	1	2	15	17	0	0	2.43	2.65	2.54
0	1	0	10	32	0	0	4.28	4.41	4.345000000000001
0	1	0	23	28	0	0	3.36	3.54	3.45
0	1	0	24	19	0	0	3.44	3.6	3.52
