readout	layer	chipID	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	1	3	16	12	71	71	10.64	10.88	10.760000000000002
0	1	3	17	11	73	73	3.83	4.04	3.935
0	1	3	32	13	70	71	18.0	18.21	18.105
0	1	3	10	11	186	186	2.78	3.0	2.8899999999999997
0	1	2	16	2	169	170	7.28	7.5	7.390000000000001
0	1	2	19	0	231	231	5.95	6.15	6.050000000000001
0	1	2	25	3	254	254	8.36	8.57	8.465
0	1	2	22	20	110	110	9.48	9.69	9.585
0	1	3	6	20	164	164	3.68	3.85	3.765
0	1	3	10	11	174	174	3.42	3.65	3.535
0	1	1	30	29	211	211	5.86	6.04	5.95
0	1	1	32	5	45	45	16.35	16.51	16.43
0	1	1	13	8	187	187	5.76	5.94	5.85
0	1	3	5	21	178	178	9.9	10.13	10.015
0	1	1	16	29	46	46	2.94	3.12	3.0300000000000002
0	1	1	34	24	149	149	4.74	4.92	4.83
0	1	1	9	21	109	109	11.87	12.03	11.95
0	1	3	33	9	105	105	2.45	2.63	2.54
