readout	layer	chipID	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	1	1	34	32	146	146	9.5	9.65	9.575
0	1	1	34	32	233	233	5.36	5.52	5.4399999999999995
0	1	1	34	32	178	178	7.69	7.86	7.775
0	1	1	34	32	195	195	10.9	11.07	10.985
0	1	1	34	32	169	169	6.79	6.96	6.875
0	1	1	34	32	124	124	8.21	8.38	8.295000000000002
0	1	1	34	32	11	11	3.93	4.08	4.005
0	1	1	34	32	117	117	6.56	6.71	6.635
0	1	1	34	32	198	198	9.08	9.25	9.165
0	1	1	34	32	238	238	6.12	6.29	6.205
0	1	1	34	32	162	162	9.18	9.36	9.27
0	1	1	34	32	171	171	6.55	6.71	6.63
0	1	1	34	32	19	19	7.03	7.2	7.115
0	1	1	34	32	51	51	8.14	8.31	8.225000000000001
0	1	1	34	32	11	12	8.67	8.84	8.754999999999999
0	1	1	34	32	24	24	8.59	8.75	8.67
0	1	1	34	32	59	60	4.26	4.4	4.33
0	1	1	34	32	48	48	11.51	11.68	11.594999999999999
0	1	1	34	32	177	177	8.94	9.11	9.024999999999999
0	1	1	34	32	97	97	6.92	7.1	7.01
0	1	1	34	32	131	131	9.72	9.9	9.81
0	1	1	34	32	77	77	12.46	12.64	12.55
0	1	1	34	32	88	88	7.23	7.4	7.315
0	1	1	34	32	140	140	6.94	7.1	7.02
0	1	1	34	32	146	147	12.89	13.08	12.985
0	1	1	34	32	73	73	11.31	11.49	11.4
0	1	1	34	32	156	156	7.01	7.19	7.1
0	1	1	34	32	90	90	12.34	12.5	12.42
0	1	1	34	32	70	70	12.89	13.06	12.975000000000001
0	1	1	34	32	85	86	11.54	11.72	11.629999999999999
0	1	1	34	32	203	203	5.79	5.96	5.875
0	1	1	34	32	83	83	4.6	4.75	4.675
0	1	1	34	32	198	198	5.16	5.31	5.234999999999999
0	1	1	34	32	208	208	6.27	6.44	6.355
0	1	1	34	32	59	59	9.77	9.94	9.855
0	1	1	34	32	186	186	3.23	3.39	3.31
0	1	1	34	32	61	61	9.96	10.13	10.045000000000002
0	1	1	34	32	84	84	11.74	11.91	11.825
0	1	1	34	32	60	60	6.72	6.89	6.805
0	1	1	34	32	196	196	10.35	10.52	10.434999999999999
0	1	1	34	32	55	56	6.09	6.25	6.17
0	1	1	34	32	97	97	3.82	3.98	3.9
0	1	1	34	32	191	191	9.28	9.46	9.370000000000001
0	1	1	34	32	145	145	7.34	7.52	7.43
0	1	1	34	32	105	105	14.51	14.68	14.594999999999999
0	1	1	34	32	213	214	6.76	6.92	6.84
0	1	1	34	32	245	245	5.34	5.48	5.41
0	1	1	34	32	92	92	6.58	6.75	6.665
0	1	1	34	32	0	0	16.33	16.51	16.42
0	1	1	34	32	176	176	6.4	6.57	6.485
0	1	1	34	32	95	95	8.38	8.57	8.475000000000001
0	1	1	34	32	15	15	7.19	7.37	7.28
0	1	1	34	32	90	90	13.95	14.12	14.035
0	1	1	34	32	244	244	8.66	8.83	8.745000000000001
0	1	1	34	32	90	90	9.49	9.65	9.57
0	1	1	34	32	142	142	4.08	4.23	4.155
0	1	1	34	32	29	29	16.09	16.28	16.185000000000002
0	1	1	34	32	8	8	7.03	7.2	7.115
0	1	1	34	32	238	238	8.83	9.0	8.915
0	1	1	34	32	54	54	8.88	9.05	8.965
0	1	1	34	32	176	176	6.17	6.34	6.255
0	1	1	34	32	221	221	6.85	7.03	6.9399999999999995
0	1	1	34	32	109	110	7.79	7.97	7.88
0	1	1	34	32	95	96	4.89	5.06	4.975
0	1	1	34	32	84	84	9.74	9.91	9.825
0	1	1	34	32	206	206	5.82	6.01	5.915
0	1	1	34	32	46	46	7.47	7.65	7.5600000000000005
0	1	1	34	32	188	188	6.66	6.81	6.734999999999999
0	1	1	34	32	3	3	9.82	9.98	9.9
0	1	1	34	32	203	203	3.73	3.9	3.815
0	1	1	34	32	85	85	7.04	7.21	7.125
