readout	layer	chipID	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	1	3	16	12	74	74	10.62	10.87	10.745
0	1	3	17	11	78	79	3.56	3.77	3.665
0	1	3	32	13	74	74	17.69	17.9	17.795
0	1	1	24	11	3	3	11.18	11.35	11.265
0	1	3	6	20	17	17	4.1	4.28	4.1899999999999995
0	1	3	6	20	230	230	2.95	3.12	3.035
0	1	1	24	15	136	136	3.21	3.4	3.3049999999999997
0	1	3	6	20	129	129	2.76	2.92	2.84
0	1	3	14	2	63	63	8.06	8.27	8.165
0	1	2	31	2	113	113	14.48	14.69	14.585
0	1	1	33	7	41	41	11.59	11.74	11.665
0	1	3	3	1	253	253	7.48	7.71	7.595000000000001
0	1	3	6	20	126	127	3.42	3.6	3.51
0	1	1	34	17	204	204	8.61	8.77	8.69
0	1	3	27	21	231	231	2.71	2.92	2.815
0	1	1	23	27	180	180	9.23	9.43	9.33
0	1	1	29	1	146	146	8.76	8.93	8.844999999999999
0	1	0	24	23	178	178	1.81	1.98	1.895
0	1	2	32	29	217	217	8.2	8.38	8.29
0	1	2	8	9	180	180	2.93	3.15	3.04
0	1	2	8	9	158	158	2.51	2.72	2.615
0	1	0	34	15	57	57	9.88	10.08	9.98
0	1	1	16	25	104	104	1.44	1.58	1.51
0	1	1	24	15	174	174	3.17	3.35	3.26
0	1	0	13	20	95	96	2.31	2.48	2.395
0	1	2	23	32	217	217	2.36	2.59	2.4749999999999996
0	1	3	26	28	172	172	13.43	13.69	13.559999999999999
0	1	2	5	14	18	18	5.05	5.26	5.154999999999999
0	1	3	26	12	174	174	8.39	8.6	8.495000000000001
0	1	1	25	32	89	89	3.05	3.22	3.135
0	1	2	3	18	28	28	6.77	6.96	6.865
0	1	2	24	4	84	84	11.62	11.81	11.715
