readout	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	16	12	179	179	10.91	11.13	11.02
0	17	11	183	183	3.14	3.35	3.245
0	32	13	178	178	17.75	17.94	17.845
0	5	11	75	75	4.37	4.58	4.475
0	7	14	102	102	9.98	10.21	10.095
0	13	14	29	29	11.15	11.38	11.265
0	4	20	50	50	11.17	11.34	11.254999999999999
0	4	1	247	247	10.59	10.82	10.705
0	6	0	247	247	16.26	16.5	16.380000000000003
0	6	2	188	188	23.15	23.36	23.255
0	19	0	52	52	16.6	16.84	16.72
0	10	17	35	35	10.27	10.51	10.39
0	7	10	148	148	9.1	9.29	9.195
1	4	10	22	22	17.28	17.45	17.365000000000002
1	3	4	223	223	9.02	9.27	9.145
1	5	3	222	222	32.67	32.89	32.78
1	13	5	95	95	5.47	5.67	5.57
1	4	4	205	205	8.77	8.99	8.879999999999999
1	17	21	83	83	10.42	10.64	10.530000000000001
1	28	4	89	89	5.33	5.55	5.4399999999999995
1	28	19	50	50	7.77	7.96	7.865
1	24	0	7	8	16.89	17.13	17.009999999999998
1	3	31	9	9	8.05	8.27	8.16
1	11	10	131	131	7.02	7.2	7.109999999999999
1	7	8	43	43	13.07	13.28	13.175
1	6	1	61	61	14.83	15.07	14.95
1	3	3	80	80	18.43	18.63	18.53
1	3	0	232	232	9.74	9.98	9.86
2	11	30	143	142	10.71	11.43	11.07
2	10	12	23	24	6.42	6.64	6.529999999999999
2	8	0	69	69	22.51	22.73	22.62
2	22	26	205	205	13.29	13.52	13.405
2	6	1	48	48	8.65	8.95	8.8
2	7	2	47	47	7.34	7.56	7.449999999999999
2	3	3	106	106	9.17	9.37	9.27
2	5	14	84	84	16.26	16.49	16.375
2	11	5	217	217	7.13	7.34	7.234999999999999
2	8	0	27	27	9.24	9.47	9.355
2	25	32	90	90	10.67	10.88	10.775
2	10	0	246	246	17.94	18.2	18.07
3	17	6	5	5	14.95	15.15	15.05
3	3	4	200	200	15.61	15.87	15.739999999999998
3	18	5	93	93	10.0	10.2	10.1
3	11	7	184	184	5.87	6.12	5.995
3	5	3	186	186	26.69	26.91	26.8
3	13	5	225	225	4.2	4.4	4.300000000000001
3	28	33	101	101	10.45	10.66	10.555
4	14	6	172	172	9.57	9.77	9.67
4	16	15	58	58	17.86	18.07	17.965
4	14	1	145	145	3.59	3.83	3.71
4	29	1	242	242	6.19	6.4	6.295
4	3	6	251	251	11.64	11.85	11.745000000000001
4	8	1	154	154	12.7	12.92	12.809999999999999
4	20	7	106	106	6.25	6.48	6.365
4	7	3	144	144	11.72	11.94	11.83
4	26	33	195	195	15.93	16.15	16.04
4	33	9	56	56	9.41	9.58	9.495000000000001
4	4	19	219	219	15.86	16.07	15.965
5	27	29	78	78	7.6	7.81	7.705
5	21	5	173	173	8.99	9.19	9.09
5	6	1	36	36	8.63	8.86	8.745000000000001
5	11	6	238	238	10.53	10.75	10.64
5	12	4	56	56	13.98	14.23	14.105
5	14	4	2	2	8.91	9.15	9.030000000000001
5	7	2	196	196	6.22	6.44	6.33
5	4	3	99	99	4.48	4.7	4.59
5	5	8	95	96	11.33	11.49	11.41
5	6	5	96	96	9.77	9.98	9.875
5	12	13	124	124	9.83	10.05	9.940000000000001
5	6	4	188	188	9.43	9.68	9.555
6	18	31	134	134	6.06	6.3	6.18
6	9	10	216	216	20.87	21.04	20.955
6	5	4	32	32	9.34	9.59	9.465
6	8	3	114	114	10.27	10.48	10.375
6	20	30	33	33	11.25	11.46	11.355
6	10	9	36	36	11.11	11.33	11.219999999999999
6	11	10	36	36	15.76	15.95	15.855
6	4	12	129	129	11.73	11.93	11.83
6	17	1	169	169	8.27	8.5	8.385
6	5	1	136	136	8.18	8.42	8.3
7	11	7	28	28	14.81	15.06	14.935
7	3	14	181	181	5.31	5.53	5.42
7	3	7	242	242	16.2	16.43	16.314999999999998
7	33	6	93	93	8.5	8.67	8.585
7	6	4	77	77	17.62	17.86	17.740000000000002
7	12	17	84	84	7.95	8.18	8.065
7	3	5	71	71	6.33	6.53	6.43
8	4	27	153	153	11.97	12.15	12.06
8	4	2	229	229	7.6	7.82	7.71
8	15	3	2	2	9.18	9.4	9.29
8	14	31	127	127	4.33	4.55	4.4399999999999995
8	3	0	31	31	11.46	11.69	11.575
8	11	1	192	192	16.73	16.97	16.85
8	10	2	102	102	6.17	6.39	6.279999999999999
8	14	0	162	162	18.72	18.96	18.84
8	12	6	186	186	4.25	4.45	4.35
8	12	15	220	220	9.44	9.66	9.55
9	18	11	58	58	8.48	8.69	8.585
9	8	25	253	254	11.82	12.01	11.915
9	16	4	54	54	9.77	10.01	9.89
9	8	13	220	220	7.35	7.55	7.449999999999999
9	9	3	154	154	13.04	13.24	13.14
9	15	4	207	207	5.35	5.6	5.475
9	8	27	52	52	12.17	12.34	12.254999999999999
9	4	4	146	146	9.02	9.23	9.125
9	7	4	148	148	8.48	8.73	8.605
9	7	14	55	55	9.62	9.85	9.735
10	22	3	113	113	2.55	2.76	2.655
10	6	7	191	191	7.21	7.45	7.33
10	5	0	219	219	14.65	14.89	14.77
10	3	3	75	75	15.09	15.27	15.18
10	8	4	94	94	9.19	9.43	9.309999999999999
10	6	2	248	248	11.93	12.14	12.035
10	10	4	213	213	18.04	18.29	18.165
11	17	0	101	101	17.19	17.41	17.3
11	12	33	158	158	5.32	5.32	5.32
11	10	33	151	152	15.2	15.41	15.305
11	15	4	66	67	17.43	17.69	17.560000000000002
11	6	1	7	7	7.86	8.09	7.975
12	7	5	15	16	3.09	3.32	3.205
12	25	9	6	6	11.91	12.12	12.015
12	8	18	59	59	10.74	10.96	10.850000000000001
12	27	2	88	88	12.91	13.11	13.01
12	4	3	141	141	10.58	10.79	10.684999999999999
12	16	27	58	58	9.96	10.14	10.05
12	4	7	206	206	9.0	9.23	9.115
12	20	7	173	173	5.32	5.55	5.4350000000000005
12	4	32	121	121	14.79	14.99	14.89
12	7	0	80	80	13.63	13.88	13.755
12	21	4	25	25	14.57	14.8	14.685
12	6	11	237	237	6.41	6.61	6.51
12	4	1	159	159	10.7	10.93	10.815
13	5	8	13	13	13.84	14.04	13.94
13	18	5	9	9	10.44	10.64	10.54
13	3	3	146	147	10.04	10.24	10.14
13	23	16	38	38	9.81	10.04	9.925
13	13	2	216	216	16.47	16.68	16.575
13	14	3	218	218	7.82	8.04	7.93
13	5	27	120	120	11.07	11.25	11.16
13	8	10	137	137	14.99	15.16	15.075
13	30	19	91	92	8.75	8.94	8.844999999999999
13	5	11	64	65	7.62	7.83	7.725
13	3	27	233	233	9.02	9.2	9.11
13	23	4	244	244	10.11	10.35	10.23
13	7	30	127	127	12.42	12.62	12.52
13	28	1	60	60	2.87	3.07	2.9699999999999998
13	5	23	224	224	12.25	12.46	12.355
14	32	3	100	100	11.6	11.8	11.7
14	13	14	27	27	11.7	11.94	11.82
14	13	33	17	18	11.29	11.49	11.39
14	3	6	16	16	11.87	12.07	11.969999999999999
14	11	8	135	136	11.77	11.96	11.865
14	3	1	44	44	7.13	7.37	7.25
14	6	2	75	75	18.47	18.68	18.575
14	17	14	91	91	8.86	9.09	8.975
14	4	4	37	37	4.46	4.68	4.57
14	6	3	131	131	7.24	7.47	7.355
14	8	5	132	132	11.46	11.65	11.555
15	12	8	10	10	8.99	9.19	9.09
15	3	6	97	97	17.21	17.42	17.315
15	10	1	101	101	4.9	5.15	5.025
15	13	24	235	235	19.27	19.45	19.36
15	11	8	81	81	5.96	6.16	6.0600000000000005
15	25	6	252	252	9.35	9.54	9.445
15	5	12	124	124	11.66	11.86	11.76
15	10	0	57	56	13.9	14.34	14.120000000000001
15	15	11	84	84	9.28	9.5	9.39
15	19	0	27	27	18.57	19.87	19.22
15	31	22	38	39	12.09	12.28	12.184999999999999
16	8	10	85	85	8.63	8.8	8.715
16	4	5	154	154	7.14	7.36	7.25
16	5	7	155	155	8.21	8.45	8.33
16	6	6	154	154	12.14	12.33	12.235
16	15	27	156	156	7.98	8.17	8.075
16	16	2	8	8	7.36	7.57	7.465
16	5	4	178	178	7.25	7.49	7.37
17	14	4	26	26	12.91	13.15	13.030000000000001
17	16	7	27	27	8.73	8.97	8.850000000000001
17	5	12	189	189	14.1	14.31	14.205
17	6	20	227	227	5.76	5.93	5.845
17	26	13	64	64	11.35	11.57	11.46
17	7	5	212	212	9.5	9.71	9.605
17	18	23	168	168	5.68	5.9	5.79
18	3	2	229	229	17.54	17.35	17.445
18	12	27	128	128	9.41	9.6	9.504999999999999
18	20	16	239	239	10.97	11.18	11.075
18	4	10	245	245	19.55	19.71	19.630000000000003
18	11	1	223	223	15.01	15.25	15.129999999999999
18	3	3	38	39	9.8	10.0	9.9
18	17	4	87	87	11.94	12.17	12.055
18	28	21	2	2	11.47	11.69	11.58
18	7	5	145	145	5.34	5.56	5.449999999999999
19	6	1	209	209	15.65	15.88	15.765
19	4	1	218	218	6.97	7.2	7.085
19	7	1	254	254	8.28	8.52	8.399999999999999
19	18	22	173	174	9.26	9.47	9.365
19	4	3	142	143	11.45	11.68	11.565
19	8	1	147	147	10.09	10.31	10.2
19	22	32	155	155	9.02	9.23	9.125
19	28	7	225	225	5.6	5.83	5.715
20	27	13	217	217	8.14	8.34	8.24
20	28	12	220	220	3.23	3.42	3.325
20	10	0	19	19	24.46	24.71	24.585
20	8	3	174	174	10.28	10.49	10.385
20	21	28	246	246	9.29	9.52	9.405
20	6	14	167	167	11.17	11.4	11.285
20	17	33	42	42	12.99	13.2	13.094999999999999
20	9	20	163	163	11.49	11.66	11.575
20	18	17	122	122	5.98	6.2	6.09
21	8	6	205	205	7.29	7.47	7.38
21	7	13	43	43	7.13	7.35	7.24
