readout	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	8	6	7	8	7.58	7.3	7.4399999999999995
0	10	8	8	7	7.11	7.79	7.45
0	4	11	13	13	8.34	8.53	8.434999999999999
0	7	2	253	253	13.36	13.58	13.469999999999999
0	17	6	109	109	11.24	11.44	11.34
0	16	0	144	144	11.44	10.36	10.899999999999999
0	26	5	176	176	5.29	5.46	5.375
0	33	4	75	75	7.58	7.75	7.665
0	17	17	19	19	11.5	11.7	11.6
0	30	0	17	17	6.46	6.65	6.555
0	24	19	158	158	14.58	14.77	14.675
0	10	1	224	224	10.77	10.99	10.879999999999999
0	21	0	61	61	7.58	7.78	7.68
0	24	29	79	79	7.55	7.75	7.65
0	26	25	39	39	4.47	4.68	4.574999999999999
0	22	17	123	123	10.38	10.6	10.49
0	20	27	92	92	11.1	11.29	11.195
0	13	17	104	104	6.47	6.7	6.585
0	14	16	106	106	4.93	5.12	5.025
0	20	14	18	19	7.01	7.24	7.125
0	33	18	224	224	8.66	8.85	8.754999999999999
0	9	3	208	208	4.99	5.2	5.095000000000001
0	26	4	245	245	7.16	7.34	7.25
0	15	5	252	252	11.9	12.09	11.995000000000001
0	15	17	53	53	6.66	6.88	6.77
0	33	1	199	199	11.61	11.82	11.715
0	32	1	79	79	6.65	6.87	6.76
0	30	3	199	199	6.92	7.13	7.025
0	12	1	53	53	5.79	6.01	5.9
0	18	27	238	238	10.82	11.01	10.915
0	17	5	95	95	13.06	11.85	12.455
0	19	4	168	168	3.56	3.75	3.6550000000000002
0	12	10	240	240	6.03	6.25	6.140000000000001
0	25	3	123	123	7.73	7.94	7.835000000000001
0	13	1	230	230	8.6	8.83	8.715
0	18	0	4	4	7.25	7.45	7.35
0	14	7	54	54	6.69	6.87	6.78
0	33	0	189	189	9.39	9.58	9.485
0	21	23	94	94	12.0	12.18	12.09
0	22	24	95	95	5.12	5.32	5.220000000000001
0	15	2	116	116	6.74	6.96	6.85
0	22	2	85	85	6.56	6.77	6.664999999999999
0	7	5	146	146	6.59	6.78	6.6850000000000005
0	9	4	147	147	4.68	4.85	4.765
0	15	2	51	51	9.64	9.86	9.75
0	27	16	191	191	7.61	7.8	7.705
0	30	3	1	1	7.52	7.73	7.625
0	25	3	74	74	3.78	3.99	3.885
0	9	22	92	92	9.47	9.66	9.565000000000001
0	21	5	63	64	6.2	6.39	6.295
0	27	2	4	4	5.16	5.39	5.275
0	15	6	129	129	8.05	8.24	8.145
0	31	3	70	70	8.58	8.78	8.68
0	13	18	61	61	6.36	6.55	6.455
1	27	5	168	169	6.94	7.13	7.035
1	27	0	58	58	10.6	10.79	10.695
1	19	1	26	26	9.46	9.68	9.57
1	24	1	189	189	5.34	5.56	5.449999999999999
1	23	0	70	70	7.28	7.5	7.390000000000001
1	11	4	177	177	6.27	6.46	6.365
1	29	2	126	126	7.15	7.37	7.26
1	21	30	32	32	8.67	8.85	8.76
1	22	0	157	157	3.13	3.33	3.23
1	4	2	199	199	10.55	10.76	10.655000000000001
1	25	3	209	210	7.93	8.14	8.035
1	17	15	192	192	6.92	7.13	7.025
1	21	3	243	243	8.52	8.73	8.625
1	14	1	226	226	8.99	9.21	9.100000000000001
1	18	10	102	102	9.24	8.99	9.115
1	19	21	99	100	9.25	9.69	9.469999999999999
1	21	2	76	76	5.36	5.56	5.46
1	32	3	124	124	9.2	9.41	9.305
1	30	17	133	133	8.16	8.38	8.27
1	27	2	191	191	6.52	6.74	6.63
1	28	1	68	68	6.41	6.63	6.52
1	4	2	13	13	6.15	6.36	6.255000000000001
1	31	15	32	32	12.93	13.15	13.04
1	31	14	142	142	5.74	5.97	5.855
1	19	19	239	239	8.37	8.55	8.46
1	20	5	29	29	7.53	7.73	7.630000000000001
1	27	4	80	80	8.07	8.27	8.17
1	31	3	66	66	8.02	8.24	8.129999999999999
1	18	27	193	193	9.33	9.52	9.425
1	26	5	107	107	4.82	5.0	4.91
1	22	16	247	247	7.1	7.16	7.13
1	33	6	181	181	12.43	12.61	12.52
1	5	4	179	179	10.37	10.55	10.46
1	29	6	91	91	6.13	6.32	6.225
1	3	7	229	229	5.46	5.65	5.555
1	5	9	124	125	6.36	6.56	6.46
1	13	12	253	253	3.91	4.1	4.005
1	23	3	50	50	6.65	6.88	6.765000000000001
1	33	3	183	183	6.62	6.82	6.720000000000001
1	24	3	187	187	3.63	3.84	3.735
1	30	1	1	1	5.13	5.34	5.234999999999999
1	27	1	111	111	3.85	4.07	3.96
1	8	33	228	228	6.98	7.18	7.08
1	13	25	184	185	3.21	3.41	3.31
2	21	2	1	1	4.43	4.64	4.535
2	20	1	125	125	12.26	12.49	12.375
2	11	1	175	175	8.49	8.72	8.605
2	27	1	73	73	3.04	3.26	3.15
2	7	18	4	4	4.03	4.22	4.125
2	28	1	41	41	7.4	7.6	7.5
2	20	14	192	192	4.23	4.46	4.345000000000001
2	9	21	128	128	3.32	3.48	3.4
2	26	1	70	70	8.36	8.57	8.465
2	19	1	110	111	4.32	4.55	4.4350000000000005
2	17	20	224	224	14.75	14.96	14.855
2	11	3	97	97	5.86	6.08	5.970000000000001
2	10	3	63	63	5.31	5.52	5.414999999999999
2	30	4	54	54	5.57	5.75	5.66
2	24	15	129	129	5.33	5.54	5.4350000000000005
2	27	26	18	18	5.02	5.24	5.13
