readout	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	30	31	171	171	11.39	11.58	11.485
0	22	33	92	92	8.23	8.41	8.32
0	6	0	36	37	21.8	21.97	21.884999999999998
0	8	30	94	94	6.97	7.14	7.055
0	5	19	62	62	13.35	13.51	13.43
0	7	27	140	140	8.39	8.58	8.485
0	7	13	43	43	6.25	6.44	6.345000000000001
0	28	33	197	197	5.61	5.77	5.6899999999999995
0	3	20	203	204	11.77	11.98	11.875
0	3	10	213	213	7.65	7.85	7.75
0	3	30	173	173	5.36	5.55	5.455
0	13	18	4	4	12.12	12.28	12.2
0	4	31	228	229	13.92	14.11	14.015
0	6	15	13	13	5.26	5.43	5.345
0	8	18	122	122	8.73	8.9	8.815000000000001
0	15	31	240	240	12.96	13.15	13.055
0	7	32	32	32	11.84	12.01	11.925
0	3	28	18	18	7.53	7.73	7.630000000000001
0	5	22	95	95	5.65	5.83	5.74
0	4	21	235	235	10.95	11.12	11.035
0	6	29	26	27	5.61	5.78	5.695
0	5	23	156	156	4.52	4.66	4.59
0	5	16	161	161	2.7	2.87	2.785
0	3	11	0	0	5.92	6.1	6.01
0	5	9	199	200	8.75	8.4	8.575
0	6	13	185	186	10.26	10.04	10.149999999999999
0	5	27	103	103	13.57	13.74	13.655000000000001
1	10	24	172	172	4.59	4.75	4.67
1	4	30	168	168	8.95	9.13	9.04
1	32	7	244	244	10.86	11.03	10.945
1	5	25	170	170	12.33	12.49	12.41
1	11	31	213	213	12.58	12.76	12.67
1	20	32	49	49	13.48	13.65	13.565000000000001
1	5	32	134	134	6.28	6.42	6.35
1	3	32	208	208	11.82	11.98	11.9
1	4	25	42	42	12.31	12.48	12.395
1	7	33	221	221	5.04	5.2	5.12
1	8	30	222	222	4.01	4.19	4.1
1	4	20	146	146	5.33	5.53	5.43
1	10	28	62	62	16.8	16.99	16.895
1	5	32	165	165	4.71	4.84	4.775
1	4	7	233	233	8.95	9.13	9.04
1	9	6	88	88	13.58	13.76	13.67
1	10	5	88	88	18.86	19.02	18.939999999999998
1	10	30	189	189	11.34	11.51	11.425
