0	0	0
1	0	0
2	0	0
3	0	425
4	0	8
5	0	7
6	0	0
7	0	16
8	0	380
9	0	0
10	0	8
11	0	0
12	0	0
13	0	176
14	0	0
15	0	0
16	0	1
17	0	2
18	0	16
19	0	0
20	0	1
21	0	13
22	0	219
23	0	2
24	0	0
25	0	0
26	0	0
27	0	23
28	0	235
29	0	0
30	0	1
31	0	6
32	0	0
33	0	6
34	0	1
0	1	0
1	1	0
2	1	0
3	1	112
4	1	0
5	1	0
6	1	32
7	1	126
8	1	5
9	1	3
10	1	4
11	1	10
12	1	104
13	1	235
14	1	65
15	1	185
16	1	0
17	1	296
18	1	2
19	1	3
20	1	50
21	1	263
22	1	501
23	1	10
24	1	35
25	1	0
26	1	70
27	1	2
28	1	0
29	1	39
30	1	8
31	1	45
32	1	82
33	1	2
34	1	0
0	2	0
1	2	0
2	2	0
3	2	12
4	2	0
5	2	2
6	2	64
7	2	407
8	2	25
9	2	115
10	2	0
11	2	3
12	2	160
13	2	483
14	2	0
15	2	288
16	2	1
17	2	278
18	2	1
19	2	0
20	2	1
21	2	0
22	2	8
23	2	3
24	2	1
25	2	24
26	2	0
27	2	240
28	2	9
29	2	3
30	2	84
31	2	0
32	2	1
33	2	110
34	2	317
0	3	0
1	3	0
2	3	0
3	3	344
4	3	1
5	3	3
6	3	4
7	3	7
8	3	128
9	3	437
10	3	53
11	3	7
12	3	12
13	3	0
14	3	23
15	3	11
16	3	1
17	3	494
18	3	2
19	3	28
20	3	10
21	3	108
22	3	0
23	3	437
24	3	97
25	3	1
26	3	0
27	3	77
28	3	0
29	3	0
30	3	0
31	3	12
32	3	14
33	3	212
34	3	32
0	4	0
1	4	0
2	4	0
3	4	0
4	4	32
5	4	1
6	4	1
7	4	2
8	4	4
9	4	14
10	4	38
11	4	0
12	4	395
13	4	249
14	4	8
15	4	6
16	4	4
17	4	12
18	4	6
19	4	0
20	4	14
21	4	29
22	4	15
23	4	0
24	4	27
25	4	1
26	4	1
27	4	291
28	4	1
29	4	0
30	4	87
31	4	211
32	4	39
33	4	441
34	4	11
0	5	0
1	5	0
2	5	0
3	5	4
4	5	300
5	5	65
6	5	227
7	5	22
8	5	13
9	5	96
10	5	23
11	5	3
12	5	170
13	5	0
14	5	26
15	5	62
16	5	1
17	5	7
18	5	23
19	5	0
20	5	34
21	5	19
22	5	4
23	5	18
24	5	44
25	5	13
26	5	3
27	5	9
28	5	40
29	5	1
30	5	1
31	5	0
32	5	0
33	5	3
34	5	9
0	6	0
1	6	0
2	6	0
3	6	2
4	6	48
5	6	14
6	6	209
7	6	0
8	6	0
9	6	5
10	6	415
11	6	15
12	6	34
13	6	0
14	6	253
15	6	4
16	6	7
17	6	2
18	6	11
19	6	425
20	6	7
21	6	447
22	6	0
23	6	65
24	6	2
25	6	438
26	6	237
27	6	63
28	6	0
29	6	39
30	6	11
31	6	11
32	6	0
33	6	0
34	6	1
0	7	0
1	7	0
2	7	0
3	7	28
4	7	124
5	7	265
6	7	495
7	7	4
8	7	24
9	7	119
10	7	0
11	7	3
12	7	105
13	7	12
14	7	3
15	7	3
16	7	91
17	7	0
18	7	40
19	7	25
20	7	3
21	7	32
22	7	0
23	7	13
24	7	1
25	7	0
26	7	45
27	7	23
28	7	66
29	7	0
30	7	23
31	7	16
32	7	308
33	7	7
34	7	74
0	8	0
1	8	0
2	8	0
3	8	97
4	8	8
5	8	42
6	8	9
7	8	186
8	8	63
9	8	102
10	8	31
11	8	3
12	8	10
13	8	24
14	8	1
15	8	0
16	8	410
17	8	134
18	8	2
19	8	13
20	8	3
21	8	116
22	8	390
23	8	9
24	8	0
25	8	0
26	8	4
27	8	11
28	8	0
29	8	503
30	8	218
31	8	5
32	8	11
33	8	0
34	8	4
0	9	0
1	9	0
2	9	0
3	9	3
4	9	3
5	9	1
6	9	230
7	9	4
8	9	1
9	9	86
10	9	6
11	9	0
12	9	278
13	9	0
14	9	498
15	9	463
16	9	2
17	9	11
18	9	0
19	9	0
20	9	267
21	9	14
22	9	91
23	9	0
24	9	1
25	9	1
26	9	1
27	9	325
28	9	40
29	9	2
30	9	495
31	9	487
32	9	43
33	9	6
34	9	13
0	10	0
1	10	0
2	10	0
3	10	12
4	10	2
5	10	36
6	10	2
7	10	5
8	10	19
9	10	388
10	10	3
11	10	1
12	10	71
13	10	27
14	10	173
15	10	346
16	10	3
17	10	6
18	10	6
19	10	2
20	10	3
21	10	498
22	10	0
23	10	5
24	10	0
25	10	0
26	10	476
27	10	42
28	10	45
29	10	10
30	10	1
31	10	0
32	10	5
33	10	2
34	10	0
0	11	0
1	11	0
2	11	3
3	11	1
4	11	281
5	11	0
6	11	0
7	11	459
8	11	0
9	11	4
10	11	1
11	11	0
12	11	0
13	11	26
14	11	56
15	11	19
16	11	93
17	11	6
18	11	4
19	11	391
20	11	88
21	11	117
22	11	430
23	11	0
24	11	1
25	11	71
26	11	1
27	11	1
28	11	0
29	11	359
30	11	19
31	11	13
32	11	0
33	11	1
34	11	0
0	12	0
1	12	0
2	12	0
3	12	16
4	12	0
5	12	178
6	12	35
7	12	0
8	12	0
9	12	0
10	12	39
11	12	3
12	12	0
13	12	1
14	12	32
15	12	0
16	12	276
17	12	3
18	12	123
19	12	1
20	12	16
21	12	6
22	12	462
23	12	0
24	12	4
25	12	3
26	12	0
27	12	100
28	12	38
29	12	32
30	12	106
31	12	54
32	12	2
33	12	3
34	12	226
0	13	0
1	13	0
2	13	0
3	13	454
4	13	243
5	13	315
6	13	10
7	13	68
8	13	91
9	13	2
10	13	0
11	13	5
12	13	3
13	13	29
14	13	147
15	13	2
16	13	1
17	13	4
18	13	30
19	13	1
20	13	29
21	13	3
22	13	3
23	13	0
24	13	174
25	13	5
26	13	495
27	13	13
28	13	1
29	13	359
30	13	0
31	13	2
32	13	2
33	13	0
34	13	268
0	14	0
1	14	0
2	14	0
3	14	2
4	14	56
5	14	0
6	14	319
7	14	4
8	14	138
9	14	23
10	14	74
11	14	27
12	14	19
13	14	149
14	14	410
15	14	0
16	14	15
17	14	125
18	14	0
19	14	6
20	14	52
21	14	0
22	14	4
23	14	95
24	14	75
25	14	498
26	14	27
27	14	3
28	14	6
29	14	1
30	14	1
31	14	9
32	14	6
33	14	0
34	14	0
0	15	0
1	15	485
2	15	0
3	15	241
4	15	143
5	15	409
6	15	6
7	15	326
8	15	8
9	15	329
10	15	0
11	15	22
12	15	443
13	15	33
14	15	1
15	15	16
16	15	78
17	15	0
18	15	9
19	15	0
20	15	9
21	15	145
22	15	1
23	15	88
24	15	0
25	15	0
26	15	493
27	15	2
28	15	3
29	15	7
30	15	233
31	15	0
32	15	0
33	15	0
34	15	489
0	16	0
1	16	0
2	16	0
3	16	12
4	16	497
5	16	0
6	16	480
7	16	3
8	16	19
9	16	18
10	16	22
11	16	64
12	16	0
