readout	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	9	3	0	0	2.22	2.41	2.3150000000000004
0	5	13	0	0	2.78	2.99	2.885
1	8	3	0	0	4.23	4.43	4.33
1	7	7	0	0	6.73	6.95	6.84
1	14	20	0	0	2.59	2.57	2.58
2	10	2	0	0	7.05	7.27	7.16
2	9	2	0	0	2.68	2.87	2.7750000000000004
2	3	27	0	0	2.25	2.43	2.34
2	3	1	0	0	4.73	4.97	4.85
2	16	1	0	0	6.93	7.16	7.045
2	5	3	0	0	19.97	20.19	20.08
2	4	13	0	0	2.24	2.45	2.345
2	8	31	0	0	4.62	4.84	4.73
2	20	8	0	0	5.94	6.11	6.025
2	3	4	0	0	8.73	8.97	8.850000000000001
3	3	7	0	0	3.84	3.84	3.84
3	4	8	0	0	8.69	8.88	8.785
3	14	7	0	0	4.9	5.14	5.02
3	11	1	0	0	7.07	7.32	7.195
3	8	8	0	0	4.65	4.81	4.73
3	6	15	0	0	7.99	8.2	8.094999999999999
3	19	7	0	0	8.77	9.06	8.915
3	4	2	0	0	8.83	9.04	8.934999999999999
3	13	33	0	0	3.75	3.96	3.855
3	27	0	0	0	13.67	13.9	13.785
4	31	32	0	0	10.1	10.3	10.2
4	3	1	0	0	5.1	5.33	5.215
4	11	0	0	0	13.5	13.75	13.625
4	22	31	0	0	7.0	7.24	7.12
4	5	0	0	0	8.05	8.29	8.17
4	5	10	0	0	8.59	8.77	8.68
4	13	24	0	0	11.49	11.68	11.585
4	12	4	0	0	10.53	10.77	10.649999999999999
4	8	2	0	0	8.45	8.65	8.55
5	7	7	0	0	7.36	7.58	7.470000000000001
5	8	1	0	0	8.62	8.83	8.725
5	9	3	0	0	13.11	13.31	13.21
5	14	31	0	0	8.26	8.49	8.375
5	3	5	0	0	4.54	4.75	4.645
5	5	14	0	0	7.32	7.55	7.4350000000000005
5	22	3	0	0	8.89	9.11	9.0
5	14	5	0	0	4.91	5.11	5.01
5	7	8	0	0	11.61	11.82	11.715
5	6	0	0	0	16.61	16.86	16.735
6	3	12	0	0	5.6	5.81	5.705
6	17	0	0	0	11.34	11.58	11.46
6	11	12	0	0	3.47	3.24	3.3550000000000004
6	19	0	0	0	21.33	21.57	21.45
6	4	0	0	0	8.49	8.73	8.61
6	20	4	0	0	5.03	5.27	5.15
6	27	18	0	0	9.32	9.55	9.435
7	21	2	0	0	6.43	6.63	6.529999999999999
7	22	0	0	0	3.54	3.78	3.66
7	21	30	0	0	8.42	8.63	8.525
7	21	7	0	0	9.81	10.04	9.925
7	24	6	0	0	13.63	13.83	13.73
7	12	5	0	0	8.08	7.38	7.73
7	11	7	0	0	13.48	13.72	13.600000000000001
