readout	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us
0	8	5	52	52	8.73	8.92	8.825
0	6	6	0	0	15.85	16.03	15.940000000000001
0	20	0	16	16	11.56	11.76	11.66
0	26	25	15	15	7.95	8.14	8.045
0	8	10	144	145	5.24	5.43	5.335
0	7	30	29	29	8.31	8.47	8.39
0	17	1	243	243	6.06	6.28	6.17
0	29	15	27	27	5.16	5.37	5.265000000000001
0	30	14	27	27	4.1	4.32	4.21
0	26	14	131	131	11.7	11.91	11.805
0	28	15	132	131	10.45	10.74	10.594999999999999
0	30	1	228	228	5.92	6.13	6.025
0	21	26	43	43	12.29	12.48	12.385
0	31	5	169	169	4.44	4.63	4.535
0	15	33	28	28	10.65	10.85	10.75
0	16	30	29	29	7.15	7.34	7.245
0	16	6	254	255	2.89	3.1	2.995
0	31	0	20	20	5.66	5.85	5.755
0	7	21	124	124	13.81	13.98	13.895
0	28	2	77	77	4.16	4.37	4.265000000000001
0	7	31	70	70	8.92	9.11	9.015
0	26	17	85	85	10.46	10.67	10.565000000000001
0	19	4	5	5	6.76	6.94	6.85
0	25	6	149	149	7.44	7.63	7.535
0	16	18	120	120	9.11	9.33	9.219999999999999
0	25	4	12	12	6.35	6.53	6.4399999999999995
0	33	5	68	68	7.06	7.24	7.15
0	24	5	211	211	4.48	4.67	4.575
0	28	3	157	157	4.43	4.63	4.529999999999999
0	9	16	68	68	7.83	8.01	7.92
0	11	0	233	233	4.88	5.08	4.98
0	25	0	189	189	12.28	12.47	12.375
0	26	5	177	177	10.02	10.2	10.11
0	27	2	177	177	5.49	5.7	5.595000000000001
0	20	1	131	131	15.86	16.09	15.975
1	27	1	9	10	4.5	4.73	4.615
1	19	3	106	106	9.42	9.64	9.530000000000001
1	15	4	111	111	9.14	9.32	9.23
1	24	3	56	56	6.48	6.69	6.585000000000001
1	26	6	217	217	6.07	6.26	6.165
1	30	0	196	196	13.02	13.21	13.115
1	19	1	188	188	7.94	8.17	8.055
1	32	14	87	87	4.55	4.76	4.654999999999999
1	27	14	141	141	8.91	9.14	9.025
1	19	20	249	249	5.4	5.62	5.51
1	13	0	145	145	11.47	11.67	11.57
1	22	2	97	97	4.55	4.76	4.654999999999999
1	23	1	94	94	5.98	6.22	6.1
1	24	17	40	40	4.77	4.99	4.88
1	33	4	1	1	9.87	10.05	9.96
1	12	1	108	108	3.09	3.33	3.21
1	25	0	237	237	9.17	9.35	9.26
1	3	9	161	161	7.32	7.53	7.425000000000001
1	25	3	173	173	4.9	5.11	5.005000000000001
1	15	6	123	123	6.44	6.63	6.535
1	20	6	28	28	8.48	8.68	8.58
1	29	33	240	240	12.8	13.01	12.905000000000001
1	14	31	74	74	7.52	7.69	7.605
1	31	3	44	44	3.62	3.83	3.725
1	23	2	118	118	4.39	4.62	4.505
1	33	0	159	159	10.0	10.19	10.094999999999999
1	27	1	233	233	6.72	6.95	6.835
1	26	4	224	224	6.87	7.06	6.965
1	19	1	64	64	8.81	9.03	8.92
1	13	4	168	168	6.85	7.03	6.9399999999999995
1	14	8	87	87	2.46	2.69	2.575
1	23	4	63	63	5.25	5.45	5.35
1	31	0	144	144	7.22	7.42	7.32
2	26	4	244	244	5.22	5.4	5.3100000000000005
2	20	3	219	219	11.46	11.67	11.565000000000001
2	7	3	31	31	9.36	9.57	9.465
2	20	2	211	211	6.16	6.38	6.27
2	31	1	234	234	4.64	4.87	4.755
2	32	1	251	251	6.65	6.87	6.76
2	22	0	178	178	9.96	10.16	10.06
2	28	1	72	72	6.87	7.08	6.975
2	26	2	202	202	4.43	4.63	4.529999999999999
2	30	15	50	50	14.24	14.45	14.344999999999999
2	32	6	3	3	13.92	14.09	14.004999999999999
2	14	25	148	148	13.47	13.66	13.565000000000001
2	12	11	181	181	11.88	12.09	11.985
2	21	4	169	169	2.92	3.1	3.01
2	16	6	240	240	7.15	7.35	7.25
2	28	15	212	212	10.12	10.35	10.235
2	24	19	138	138	11.93	12.12	12.024999999999999
2	25	3	227	227	2.08	2.26	2.17
2	3	1	144	144	5.1	5.34	5.22
2	27	4	63	63	3.2	3.4	3.3
2	25	2	164	164	5.87	6.07	5.970000000000001
2	21	0	111	111	11.96	12.15	12.055
2	27	3	11	11	6.85	7.07	6.96
2	21	1	112	112	3.21	3.43	3.3200000000000003
2	17	4	215	215	7.68	7.85	7.765
2	18	28	180	180	7.81	7.99	7.9
2	13	4	113	114	6.77	6.95	6.859999999999999
2	10	33	238	239	6.76	6.97	6.865
2	26	0	211	211	4.04	4.24	4.140000000000001
3	7	13	33	33	5.38	5.59	5.484999999999999
3	12	2	97	97	8.27	8.5	8.385
3	24	0	156	156	11.6	11.8	11.7
3	31	0	192	192	5.08	5.27	5.175
3	7	0	61	61	4.33	4.53	4.43
3	24	20	138	138	8.39	8.62	8.504999999999999
3	28	3	68	68	7.77	7.98	7.875
3	24	3	212	212	6.7	6.92	6.8100000000000005
3	20	4	92	92	10.88	11.07	10.975000000000001
3	29	6	20	20	9.95	10.13	10.04
3	28	6	119	119	6.14	6.32	6.23
3	31	2	95	95	8.15	8.37	8.26
3	22	5	122	122	3.0	3.19	3.0949999999999998
3	30	0	164	164	17.35	17.55	17.450000000000003
3	7	1	52	52	6.12	6.35	6.234999999999999
3	20	0	141	142	20.23	20.43	20.33
3	27	18	50	50	9.75	9.95	9.85
3	25	2	144	144	6.94	7.15	7.045
3	7	3	196	196	10.29	10.5	10.395
3	24	23	34	34	3.12	3.32	3.2199999999999998
3	4	19	126	126	9.2	9.38	9.29
3	22	4	84	84	4.53	4.72	4.625
3	27	21	166	166	7.95	8.13	8.040000000000001
3	29	20	53	53	6.28	6.5	6.390000000000001
3	12	7	173	173	3.33	3.52	3.425
3	18	2	95	95	4.04	4.26	4.15
3	32	5	30	30	11.44	11.62	11.53
3	4	6	28	28	11.51	11.7	11.605
3	4	4	146	146	4.66	4.81	4.734999999999999
3	29	20	35	35	9.84	10.05	9.945
4	15	0	81	81	1.88	2.06	1.97
4	29	0	122	122	8.64	8.83	8.735
4	22	0	144	144	10.81	11.01	10.91
4	28	0	167	167	6.31	6.5	6.404999999999999
4	26	6	220	220	3.87	4.06	3.965
4	8	1	141	141	6.29	6.51	6.4
4	14	2	127	127	2.9	3.12	3.01
4	31	0	205	205	5.21	5.41	5.3100000000000005
4	16	4	115	115	7.86	8.06	7.960000000000001
4	29	2	43	43	8.39	8.6	8.495000000000001
4	24	1	186	186	5.96	6.19	6.075
4	28	0	4	5	13.13	13.31	13.22
4	14	3	125	125	5.46	5.67	5.5649999999999995
4	17	6	5	5	11.75	11.95	11.85
4	12	2	197	197	13.17	13.39	13.280000000000001
4	17	0	241	241	16.12	16.31	16.215
4	24	15	78	78	10.65	10.86	10.754999999999999
4	30	6	192	192	5.66	5.84	5.75
4	20	2	135	135	8.23	8.45	8.34
4	17	30	77	77	11.22	11.4	11.31
4	19	20	10	10	10.53	10.74	10.635
4	24	1	3	3	9.59	9.81	9.7
4	24	1	171	171	5.47	5.7	5.585
4	25	2	170	170	7.08	7.29	7.1850000000000005
4	31	2	41	41	15.57	15.78	15.675
4	21	6	188	188	3.39	3.58	3.4850000000000003
4	28	14	64	65	11.4	11.61	11.504999999999999
4	27	2	73	74	8.79	9.02	8.905
4	28	0	197	197	3.04	3.23	3.135
4	25	4	252	252	5.94	6.12	6.03
4	27	0	90	90	8.26	8.45	8.355
4	30	0	71	71	13.86	14.05	13.955
4	24	5	190	191	3.21	3.39	3.3
4	14	3	63	63	8.37	8.58	8.475
4	22	1	160	160	3.66	3.88	3.77
4	33	0	236	236	10.4	10.59	10.495000000000001
4	20	5	99	99	4.11	4.31	4.21
4	32	0	205	205	11.76	11.94	11.85
4	22	6	87	87	9.83	10.03	9.93
4	32	3	178	178	3.97	4.17	4.07
4	22	6	120	120	6.6	6.79	6.695
5	22	0	218	218	13.48	13.68	13.58
5	3	23	90	90	9.35	9.53	9.44
5	12	1	237	237	6.46	6.7	6.58
5	13	0	237	238	7.56	7.76	7.66
5	20	0	79	79	19.53	19.73	19.630000000000003
5	23	1	136	136	6.9	7.14	7.02
5	29	2	212	212	8.33	8.53	8.43
5	23	3	190	190	7.17	7.4	7.285
5	25	6	167	167	4.59	4.78	4.6850000000000005
5	17	3	4	4	9.12	9.34	9.23
5	17	4	15	15	6.3	6.47	6.385
5	26	1	220	220	6.57	6.79	6.68
5	3	3	97	97	12.11	12.3	12.205
5	15	3	200	200	8.81	9.02	8.915
5	32	0	86	86	11.63	11.82	11.725000000000001
