readout	layer	chipID	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us	fpga_ts_col	fpga_ts_row
9	1	2	12	17	93	93	7.57	7.80	7.69	248231868	248231728
9	1	2	13	0	243	243	9.58	9.79	9.68	248285026	248284886
9	1	2	31	25	24	24	12.72	12.93	12.82	248337315	248337175
9	1	2	20	23	201	201	7.31	7.51	7.41	248620325	248620185
9	1	0	25	30	242	242	12.28	12.45	12.36	248906219	248905939
9	1	3	9	15	167	167	7.30	7.51	7.40	248931125	248930985
9	1	2	26	18	181	181	3.16	3.35	3.25	248999137	248998997
9	1	2	20	21	48	48	9.06	9.24	9.15	249164953	249164813
9	1	0	30	28	16	16	5.12	5.30	5.21	249254882	249254742
9	1	3	13	20	46	46	11.29	11.46	11.38	249394665	249394525
9	1	2	7	29	16	16	9.50	9.68	9.59	249450623	249450483
9	1	2	15	27	113	113	7.95	8.13	8.04	249624531	249624391
9	1	2	11	21	12	12	6.48	6.65	6.57	250083423	250083283
9	1	2	13	22	9	9	6.13	6.32	6.22	250199896	250199756
9	1	2	14	19	224	224	6.18	6.38	6.28	250219307	250219167
9	1	2	22	30	151	151	4.37	4.56	4.46	250248917	250248777
9	1	2	5	0	101	101	6.52	6.71	6.62	250374581	250374441
9	1	3	5	21	248	248	5.42	5.65	5.54	250477572	250477292
9	1	3	7	22	245	245	13.94	14.15	14.04	250477712	250477432
9	1	2	21	22	133	133	5.16	5.37	5.27	250708166	250708026
9	1	2	10	14	172	172	11.74	11.97	11.86	250754863	250754723
9	1	2	12	21	155	155	3.69	3.87	3.78	250894030	250893890
9	1	0	34	31	98	98	17.89	18.07	17.98	251426485	251426345
9	1	3	21	15	46	46	9.16	9.36	9.26	251539409	251539269
9	1	2	15	33	74	74	7.06	7.26	7.16	251576222	251576082
9	1	2	20	5	120	120	8.39	8.59	8.49	251633622	251633482
9	1	2	24	0	168	168	11.49	11.69	11.59	251679276	251679136
9	1	3	5	3	184	184	9.38	9.61	9.50	251861955	251861815
9	1	2	22	14	59	59	6.15	6.39	6.27	252015241	252015101
9	1	2	18	16	77	76	6.79	7.32	7.05	252144027	252143887
9	1	3	4	18	35	35	11.11	11.34	11.22	252242650	252242510
9	1	2	17	6	254	254	14.71	14.91	14.81	252257182	252257042
9	1	2	17	20	198	198	16.41	16.62	16.52	252341371	252341231
9	1	2	29	32	128	128	7.23	7.45	7.34	252469212	252469072
9	1	2	19	6	173	173	11.65	11.85	11.75	252559407	252559267
9	1	2	14	19	140	140	9.16	9.35	9.25	252595450	252595310
9	1	2	18	2	254	254	4.54	4.76	4.65	252643386	252643246
9	1	2	28	20	16	16	5.77	5.97	5.87	252714072	252713932
9	1	2	18	4	134	134	14.39	14.58	14.48	252725846	252725706
9	1	2	25	0	66	66	12.52	12.71	12.62	252731852	252731712
9	1	2	26	18	56	56	5.90	6.09	6.00	252804484	252804344
9	1	2	28	6	159	159	11.10	11.27	11.18	252881953	252881813
9	1	2	18	18	20	20	4.89	5.06	4.97	252903765	252903625
9	1	2	14	3	182	182	8.27	8.48	8.38	253127961	253127821
9	1	2	23	24	170	170	9.92	10.15	10.04	253283101	253282961
9	1	3	5	25	122	122	6.72	6.93	6.82	253300230	253300090
9	1	0	10	25	88	88	9.26	9.46	9.36	253354578	253354438
9	1	1	10	8	115	115	11.14	11.32	11.23	253552573	253552433
9	1	2	15	21	143	143	6.42	6.60	6.51	253702114	253701974
9	1	2	29	23	223	224	13.28	13.48	13.38	254016113	254015973
9	1	2	27	17	78	78	5.70	5.92	5.81	254102164	254102024
9	1	2	4	12	15	15	5.13	5.30	5.21	254127189	254127049
9	1	3	5	20	206	206	6.98	7.16	7.07	254172507	254172367
9	1	2	24	5	30	31	5.29	5.48	5.38	254218084	254217944
9	1	2	10	15	104	104	2.31	2.53	2.42	254284941	254284801
9	1	2	33	18	166	166	3.66	3.85	3.75	254298332	254298192
9	1	2	18	15	154	154	7.90	8.11	8.00	254322020	254321880
9	1	2	12	8	136	136	5.22	5.46	5.34	254415309	254415169
9	1	2	28	18	196	196	14.34	14.53	14.43	254733921	254733781
9	1	2	22	28	95	96	8.30	8.48	8.39	254824389	254824249
9	1	2	18	29	181	181	8.14	8.33	8.23	254829331	254829191
9	1	2	29	22	144	144	10.39	10.59	10.49	254871877	254871737
9	1	1	14	27	220	220	14.40	14.59	14.50	254941135	254940855
9	1	1	16	8	125	125	4.75	4.93	4.84	254945671	254945531
9	1	2	16	18	141	141	4.97	5.19	5.08	255027403	255027263
9	1	2	24	25	166	166	9.34	9.55	9.45	255153942	255153802
9	1	2	33	16	245	245	7.33	7.51	7.42	255162447	255162307
9	1	2	12	29	28	28	9.15	9.34	9.25	255187850	255187710
9	1	2	27	27	240	240	7.17	7.35	7.26	255267146	255267006
9	1	2	13	11	37	37	6.20	6.41	6.30	255275126	255274986
9	1	2	24	20	251	251	4.23	4.44	4.34	255656500	255656360
9	1	3	5	8	220	220	13.28	13.48	13.38	255984555	255984415
9	1	2	20	2	72	72	11.18	11.40	11.29	256091851	256091711
9	1	2	25	31	38	38	6.85	7.04	6.95	256115322	256115182
9	1	2	30	15	28	28	11.33	11.53	11.43	256214428	256214288
9	1	2	21	19	48	48	5.46	5.65	5.55	256356983	256356843
9	1	3	3	24	62	62	7.14	7.33	7.23	256373965	256373825
9	1	2	24	18	217	217	5.37	5.57	5.47	256600121	256599841
9	1	2	20	21	240	240	8.97	9.15	9.06	256776794	256776654
9	1	2	12	18	148	149	2.82	3.01	2.92	256864448	256864308
9	1	2	14	20	85	85	2.71	2.50	2.60	257041163	245338866
9	1	2	26	31	236	236	10.10	10.29	10.20	257041303	257041023
9	1	1	14	19	86	86	14.63	14.80	14.71	257150657	257150517
9	1	2	7	15	115	115	6.38	6.59	6.48	257284546	257284406
9	1	2	17	1	128	128	6.56	6.78	6.67	257381587	257381447
9	1	2	25	3	209	210	4.77	4.98	4.88	257465104	257464964
9	1	2	31	20	18	18	8.66	8.87	8.77	257519480	257519340
9	1	2	8	32	86	86	6.13	6.32	6.22	257674404	257674264
9	1	2	28	20	192	192	4.81	5.01	4.91	257681922	257681782
9	1	2	23	25	187	187	17.94	18.16	18.05	257694165	257694025
9	1	2	19	28	57	57	7.13	7.31	7.22	257964687	257964547
10	1	0	34	31	193	193	15.97	16.15	16.06	258683138	258682998
10	1	0	30	22	20	20	14.04	14.21	14.12	258734910	258734770
10	1	2	17	14	238	238	12.07	12.29	12.18	258857333	258857193
10	1	2	11	4	199	199	4.84	5.04	4.94	258872838	258872698
10	1	2	20	26	248	248	12.54	12.74	12.64	258892935	258892795
10	1	2	12	23	51	52	9.13	9.26	9.20	258893859	258893579
10	1	2	28	27	121	122	2.49	2.68	2.58	259197092	259196952
10	1	2	27	16	191	192	10.30	10.44	10.37	259198898	259198758
10	1	2	19	14	24	25	7.67	7.90	7.79	259390327	259390187
10	1	2	16	32	14	14	7.29	7.50	7.39	259405671	259405531
10	1	2	28	21	246	246	11.18	11.35	11.27	259481208	259481068
10	1	2	17	32	207	207	5.28	5.49	5.38	259775250	259775110
10	1	3	11	3	251	251	13.95	14.19	14.07	259825615	259825475
10	1	3	11	20	60	60	10.53	10.72	10.62	259847406	259847266
10	1	1	7	6	173	173	7.43	7.63	7.53	260101324	260101184
10	1	2	26	23	250	250	5.93	6.12	6.03	260122436	260122296
10	1	2	11	14	66	66	10.30	10.52	10.41	260136380	260136240
10	1	2	15	27	222	222	3.05	3.24	3.15	260221710	260221570
10	1	2	14	16	35	35	3.28	3.48	3.38	260283989	260283849
10	1	2	21	5	163	163	8.35	8.54	8.45	260290310	260290170
10	1	2	16	14	169	169	3.26	3.49	3.38	260400602	260400462
10	1	2	28	15	142	142	12.85	13.05	12.95	260600949	260600809
10	1	2	9	27	124	124	5.44	5.62	5.53	260704192	260704052
10	1	2	8	26	74	74	9.31	9.49	9.40	260882874	260882734
10	1	2	14	22	184	185	8.22	8.42	8.32	261109016	261108876
10	1	2	28	20	159	159	11.41	11.62	11.52	261131808	261131668
10	1	2	5	12	157	157	10.95	11.12	11.04	261213722	261213582
10	1	0	15	30	155	155	13.63	13.81	13.72	261413061	261412921
10	1	2	20	18	8	8	7.34	7.53	7.44	261474402	261474262
10	1	2	33	28	173	173	6.15	6.33	6.24	261597945	261597805
10	1	2	29	17	245	245	6.90	7.14	7.02	261664074	261663934
10	1	2	26	0	255	255	8.90	9.09	9.00	261843561	261843421
10	1	2	15	15	193	193	8.93	9.12	9.02	261863980	261863840
10	1	2	13	31	95	95	8.09	8.28	8.18	261872065	261871925
10	1	0	9	0	150	150	10.31	10.50	10.41	262021536	262021396
10	1	2	5	5	63	63	11.87	12.03	11.95	262213315	262213175
10	1	2	8	3	191	191	10.59	10.81	10.70	262275384	262275244
10	1	0	13	30	170	170	10.19	10.35	10.27	262319281	262319141
10	1	2	26	33	65	66	4.58	4.79	4.69	262471293	262471153
10	1	2	15	33	246	246	8.26	8.46	8.36	262608731	262608591
10	1	2	25	33	235	235	6.84	7.04	6.94	263021248	263021108
10	1	2	24	32	148	148	5.98	6.19	6.09	263186146	263186006
10	1	2	25	0	195	195	14.66	14.85	14.75	263207307	263207167
10	1	2	21	20	136	136	11.53	11.74	11.63	263292427	263292287
10	1	0	4	26	173	173	8.40	8.57	8.48	263481770	263481630
10	1	2	19	17	77	77	7.60	7.83	7.71	263634727	263634447
10	1	2	20	18	79	79	6.09	6.30	6.20	263634867	263634587
10	1	2	24	20	133	133	9.13	9.35	9.24	264080879	264080739
10	1	0	18	15	194	194	7.67	7.86	7.77	264178095	264177955
10	1	2	25	21	172	173	8.33	8.50	8.41	264341517	264341377
10	1	2	31	6	41	41	9.63	9.83	9.73	264434071	264433931
10	1	2	22	19	207	207	7.03	7.22	7.12	264611878	264611738
10	1	2	21	22	183	183	6.52	6.73	6.62	264836872	264836732
10	1	2	4	17	143	143	9.75	9.96	9.86	265011970	265011830
10	1	2	23	26	217	218	4.51	4.72	4.62	265293076	265292936
10	1	2	21	19	88	89	3.57	3.76	3.67	265594251	265594111
10	1	2	11	2	190	190	4.49	4.71	4.60	265710332	265710192
10	1	2	21	30	175	175	9.72	9.90	9.81	265978999	265978859
10	1	2	22	29	175	175	4.40	4.59	4.50	265979139	265978719
10	1	2	24	21	42	42	7.31	7.49	7.40	266244229	266244089
10	1	2	25	19	113	113	7.33	7.52	7.42	266296526	266296386
10	1	3	16	0	59	59	15.72	15.96	15.84	266434846	266434706
10	1	2	21	16	216	216	7.80	7.98	7.89	266462776	266462636
10	1	2	30	1	155	156	7.20	7.42	7.31	266591079	266590939
10	1	2	19	4	89	89	3.14	3.33	3.24	266839432	266839292
10	1	1	12	32	109	109	8.66	8.82	8.74	266940316	266940176
10	1	2	28	17	62	62	6.30	6.51	6.40	267430029	267429889
10	1	2	18	22	113	113	8.57	8.77	8.67	267483096	267482956
10	1	2	21	15	33	33	3.72	3.94	3.83	267579990	267579850
10	1	2	31	14	39	39	9.04	9.07	9.05	267634464	267634184
10	1	0	30	26	36	36	12.96	13.13	13.05	268000326	268000186
10	1	0	19	31	130	130	4.66	4.83	4.75	268076626	268076486
10	1	2	30	4	131	131	8.05	8.22	8.14	268084711	268084571
10	1	2	13	9	39	39	5.25	5.46	5.36	268189549	268189409
10	1	3	4	0	164	164	7.85	8.09	7.97	268234552	268234412
10	1	2	9	0	168	168	6.16	6.35	6.25	268331768	268331628
10	1	3	9	31	171	172	12.18	12.39	12.29	268349891	268349751
10	1	2	20	17	92	92	5.56	5.80	5.68	268503086	268502806
10	1	2	27	1	66	67	6.32	6.54	6.43	268579470	268579330
10	1	0	34	20	198	198	10.04	10.23	10.13	268765642	268765502
10	1	2	22	29	11	11	4.71	4.90	4.80	268932935	268932795
10	1	2	11	5	67	67	5.13	5.33	5.23	269002627	269002487
10	1	3	3	26	209	209	6.29	6.50	6.39	269121368	269121228
10	1	2	21	33	103	103	10.56	10.77	10.66	269128158	269128018
10	1	2	33	22	190	190	16.74	16.93	16.84	269185747	269185607
10	1	1	3	29	182	182	17.15	17.34	17.24	269200699	269200559
10	1	2	23	20	14	14	6.77	7.00	6.88	269253472	269253332
10	1	2	32	26	251	251	11.41	11.61	11.51	269420415	269420275
10	1	2	21	21	22	23	9.96	10.10	10.03	269692043	269691903
10	1	0	31	15	152	152	12.97	13.16	13.07	269701815	269701675
10	1	2	26	30	225	225	4.49	4.68	4.58	269755421	269755281
10	1	2	20	15	192	191	8.56	8.77	8.66	269786914	259198618
10	1	2	29	22	129	129	7.79	8.00	7.89	269829089	269828949
10	1	2	23	21	113	113	8.48	8.67	8.57	270056407	270056267
10	1	2	14	21	224	224	7.36	7.53	7.45	270117944	270117804
10	1	3	12	6	192	192	7.32	7.54	7.43	270150480	270150340
10	1	2	24	32	65	66	12.61	12.82	12.71	270238673	270238533
10	1	2	28	18	58	58	7.15	7.34	7.25	270275731	270275591
10	1	2	17	30	48	48	11.40	11.57	11.48	270447791	270447651
10	1	2	32	0	91	91	10.94	11.13	11.04	270505947	270505807
10	1	2	23	17	117	117	6.49	6.72	6.61	270511302	270511162
10	1	3	21	32	99	99	11.58	11.79	11.68	270562080	270561940
10	1	2	27	22	183	183	8.78	9.00	8.89	270599530	270599390
10	1	2	15	30	17	17	6.80	6.98	6.89	270633830	270633690
10	1	2	30	14	89	90	5.27	5.49	5.38	270648481	270648341
10	1	2	15	6	6	6	12.14	12.34	12.24	270774999	270774859
10	1	2	18	29	40	40	4.01	4.20	4.11	270794851	270794711
10	1	3	5	23	226	226	10.31	10.52	10.41	270979476	270979336
10	1	3	9	27	100	100	12.19	12.36	12.27	270993448	270993308
10	1	2	7	32	232	232	16.21	16.40	16.30	271046039	271045899
10	1	2	23	25	173	173	4.68	4.90	4.79	271053291	271053151
10	1	0	11	2	19	19	16.16	16.33	16.24	271184856	271184576
10	1	0	21	23	19	20	15.55	15.72	15.64	271184996	271184716
10	1	2	17	21	76	76	8.59	8.77	8.68	271507892	271507752
10	1	2	26	25	9	9	8.67	8.87	8.77	271556283	271556143
10	1	2	22	16	239	239	7.80	7.99	7.89	271623504	271623364
10	1	0	20	26	92	92	8.66	8.84	8.75	271752017	271751877
10	1	2	22	23	107	107	6.09	6.30	6.20	271762363	271762223
10	1	2	26	25	160	160	3.34	3.54	3.44	271823571	271823431
10	1	3	3	25	86	86	13.15	13.35	13.25	272051743	272051603
10	1	2	17	16	32	32	3.42	3.62	3.52	272224755	272224195
10	1	2	29	14	25	25	12.08	12.31	12.20	272225035	272224335
10	1	3	24	14	249	249	10.43	10.67	10.55	272308909	272308769
10	1	2	23	27	249	249	6.43	6.65	6.54	272328012	272327872
10	1	2	27	29	48	48	12.25	12.44	12.34	272476664	272476524
10	1	2	18	30	71	71	6.65	6.84	6.75	272544669	272544529
10	1	2	23	2	177	177	8.69	8.92	8.80	272603308	272603028
10	1	2	20	5	139	139	3.40	3.59	3.50	272609216	272609076
10	1	2	13	33	158	158	8.86	9.07	8.96	272638728	272638588
10	1	2	8	1	164	164	6.42	6.63	6.53	272750322	272750182
10	1	0	13	33	3	3	11.71	11.87	11.79	272766233	272766093
10	1	2	17	33	48	48	8.57	8.78	8.68	272801429	272801289
10	1	2	23	20	154	154	8.54	8.77	8.65	272890371	272890231
10	1	2	31	30	64	64	8.74	8.94	8.84	273214120	273213980
10	1	2	19	26	51	51	9.67	9.87	9.77	273301921	273301781
10	1	2	26	33	241	241	14.02	14.24	14.13	273470348	273470208
10	1	2	25	25	159	159	12.87	13.04	12.95	273982608	273982468
10	1	2	10	17	99	99	9.01	9.23	9.12	274125261	274125121
10	1	2	17	32	234	234	4.41	4.62	4.52	274247460	274247320
10	1	2	15	17	252	252	9.24	9.46	9.35	274340959	274340679
10	1	2	20	31	30	30	8.57	8.77	8.67	274447233	274447093
10	1	0	30	30	166	166	5.07	5.22	5.14	274642806	274642666
10	1	2	22	14	209	209	5.79	6.02	5.90	275097372	275097232
10	1	2	32	21	101	102	10.68	10.99	10.84	275204717	275204437
10	1	2	33	22	102	101	10.82	10.88	10.85	275204857	275204577
10	1	2	24	6	249	248	9.83	10.11	9.97	275500502	275500362
10	1	2	26	5	251	251	6.48	6.66	6.57	275500782	275500222
10	1	2	17	15	158	158	7.56	7.78	7.67	275649784	275649644
10	1	0	4	23	159	159	14.96	15.10	15.03	275732951	275732811
10	1	2	18	0	23	23	11.21	11.41	11.31	275775637	275775497
10	1	2	28	27	125	125	8.04	8.23	8.13	275966940	275966800
10	1	2	10	7	98	98	12.09	12.28	12.18	276013035	276012895
10	1	2	27	32	235	235	5.83	5.63	5.73	276052018	263020968
10	1	2	18	15	216	216	4.77	4.99	4.88	276184346	276184206
10	1	2	24	17	12	12	3.88	4.10	3.99	276614209	276614069
10	1	2	29	33	102	102	6.23	6.44	6.34	276661172	276661032
10	1	2	13	23	130	130	6.36	6.55	6.46	276690642	276690502
10	1	3	4	18	205	206	10.13	10.35	10.24	277242235	277242095
10	1	2	13	9	61	61	4.16	4.38	4.27	277302904	277302764
10	1	2	14	25	198	198	12.87	13.06	12.96	277441364	277441224
10	1	0	20	21	238	238	20.62	20.80	20.71	277472864	277472724
10	1	2	29	30	170	170	6.66	6.84	6.75	277500416	277500276
11	1	2	23	16	22	22	11.96	12.17	12.07	278149021	278148881
11	1	2	7	29	37	37	10.13	10.31	10.22	278211223	278211083
11	1	2	11	17	25	25	9.43	9.64	9.54	278288517	278288377
11	1	2	11	7	67	67	7.44	6.76	7.10	278328354	278328074
11	1	2	30	5	96	96	4.48	4.66	4.57	278566046	278565906
11	1	2	17	20	188	188	11.61	11.81	11.71	278642752	278642612
11	1	2	27	25	199	199	4.53	4.75	4.64	278747654	278747514
11	1	2	25	5	238	238	9.10	9.28	9.19	278748249	278748109
11	1	2	31	4	195	196	7.50	7.69	7.60	279208989	279208849
11	1	2	19	17	248	248	5.98	6.20	6.09	279264583	279264443
11	1	2	16	22	134	135	8.41	8.61	8.51	279265388	279265248
11	1	2	20	5	255	255	5.32	5.52	5.42	279355716	279355576
11	1	2	7	21	165	166	8.01	8.18	8.09	279580164	279580024
11	1	2	18	4	124	124	7.25	7.44	7.35	279592148	279592008
11	1	2	8	5	203	203	8.50	8.69	8.59	280131379	280131239
11	1	2	5	21	31	31	2.56	2.72	2.64	280166470	280166330
11	1	2	25	15	107	107	8.93	9.13	9.03	280228819	280228679
11	1	2	5	10	237	237	5.23	5.43	5.33	280240691	280240551
11	1	2	12	30	239	239	6.39	6.57	6.48	280270910	280270770
11	1	2	26	3	178	179	7.95	8.15	8.05	280343059	280342919
11	1	2	28	32	164	164	6.10	6.30	6.20	280396273	280396133
11	1	2	12	20	63	63	9.55	9.78	9.66	280466602	280466462
11	1	2	13	25	64	65	9.21	9.14	9.18	280466742	281272351
11	1	2	8	28	145	145	7.45	7.61	7.53	280502253	280502113
11	1	2	20	23	140	140	7.52	7.71	7.62	280510954	280510814
11	1	0	22	21	179	179	9.55	9.72	9.64	280683441	280683301
11	1	3	3	6	127	127	9.71	9.91	9.81	280790569	280790429
11	1	2	20	5	21	21	10.64	10.84	10.74	280833934	280833794
11	1	2	29	20	212	212	13.12	13.34	13.23	280960361	280960221
11	1	3	7	24	255	255	13.27	13.47	13.37	281057227	281057087
11	1	2	12	32	128	128	7.04	7.24	7.14	281222105	281221965
11	1	2	8	14	212	212	11.63	11.84	11.73	281243483	281243343
11	1	2	22	16	230	230	8.35	8.55	8.45	281275725	281275585
11	1	2	14	2	23	23	6.06	6.28	6.17	281363302	281363162
11	1	2	28	14	225	225	8.48	8.69	8.59	281562438	281562298
11	1	2	32	17	135	135	6.46	6.66	6.56	281629400	281629260
11	1	1	10	8	78	78	8.37	8.55	8.46	281706365	281706225
11	1	2	18	26	123	123	5.92	6.13	6.03	281840583	281840443
11	1	3	11	15	232	232	7.46	7.68	7.57	281878642	281878502
11	1	2	20	22	125	125	3.55	3.75	3.65	281920572	281920292
11	1	2	21	23	123	124	10.82	11.01	10.91	281920712	281920432
11	1	3	5	14	151	151	7.31	7.54	7.42	281931051	281930911
11	1	3	12	33	34	34	8.87	9.08	8.97	281986757	281986617
11	1	2	21	19	147	147	7.64	7.84	7.74	282013168	282013028
11	1	2	24	20	140	140	3.79	4.01	3.90	282015681	282015541
11	1	2	26	20	183	183	2.89	3.09	2.99	282096356	282096216
11	1	3	4	22	118	118	8.62	8.81	8.71	282173461	282173321
11	1	0	12	26	129	129	12.24	12.42	12.33	282460097	282459957
11	1	2	17	2	58	58	7.01	7.22	7.12	282486417	282486277
11	1	1	3	27	120	120	9.82	10.00	9.91	282976431	282976291
11	1	2	21	21	196	196	5.22	5.37	5.29	283038213	283038073
11	1	2	19	17	61	61	5.17	5.40	5.29	283220352	283220212
11	1	2	23	23	87	87	10.84	11.02	10.93	283259237	283258957
11	1	2	30	1	51	51	4.94	5.16	5.05	283335537	283335397
11	1	2	27	23	143	143	9.38	9.58	9.48	283408638	283408498
11	1	2	18	25	213	213	9.62	9.82	9.72	283453256	283453116
11	1	2	23	16	87	87	11.40	11.61	11.50	283492568	283492428
11	1	2	7	16	164	164	15.52	15.70	15.61	283571276	283571136
11	1	2	12	29	111	111	10.47	10.66	10.57	283659749	283659609
11	1	2	25	0	191	191	10.16	10.35	10.25	283786036	283785896
11	1	2	21	18	22	22	4.17	4.36	4.27	283820623	283820483
11	1	2	9	29	80	80	14.11	14.28	14.20	284089325	284089185
11	1	1	7	22	204	204	13.20	13.39	13.29	284090921	284090781
11	1	2	31	3	123	123	6.60	6.82	6.71	284095436	284095296
11	1	2	8	22	197	197	6.55	6.74	6.64	284145171	284145031
11	1	2	15	5	102	102	11.59	11.79	11.69	284475368	284475228
11	1	2	22	15	232	232	8.09	8.30	8.20	284510284	284510144
11	1	2	20	14	19	19	10.13	10.36	10.25	284526216	284526076
11	1	2	17	21	192	192	3.61	3.78	3.69	284570099	284569959
11	1	3	16	31	98	98	12.75	12.97	12.86	284624937	284624797
11	1	2	24	4	97	97	10.99	11.18	11.09	284690142	284690002
11	1	2	6	1	161	161	7.08	7.31	7.20	284697079	284696939
11	1	2	25	18	228	228	14.83	15.02	14.93	284767625	284767485
11	1	2	4	12	115	115	5.97	6.14	6.05	284793791	284793651
11	1	0	23	24	179	179	4.65	4.83	4.74	284829057	284828917
11	1	2	18	18	75	75	5.03	5.20	5.12	284946573	284946433
11	1	2	16	31	184	184	3.81	4.02	3.92	284966383	284966243
11	1	2	19	3	238	238	10.02	10.24	10.13	285182816	285182676
11	1	2	27	32	199	199	7.20	7.42	7.31	285212706	285212566
11	1	2	10	17	216	217	12.29	12.51	12.40	285328738	285328598
11	1	2	14	25	155	155	4.21	4.40	4.30	285370066	285369926
11	1	2	24	4	107	107	11.78	11.96	11.87	285436398	285436258
11	1	2	30	24	78	78	11.21	11.42	11.32	285539277	285539137
11	1	2	28	23	203	203	9.81	10.00	9.91	285643325	285643185
11	1	2	3	27	110	110	7.44	7.62	7.53	285672907	285672767
11	1	2	23	28	32	32	9.64	9.84	9.74	285687187	285687047
11	1	2	27	3	71	71	8.45	8.67	8.56	285688489	285688349
11	1	2	30	21	135	135	8.24	7.48	7.86	285776619	279265108
11	1	2	25	18	40	40	10.81	10.99	10.90	285842342	285842202
11	1	2	18	17	175	175	6.14	6.38	6.26	285975286	285975146
11	1	2	28	17	58	58	8.17	8.39	8.28	285992604	285992464
11	1	3	13	14	158	158	13.54	13.78	13.66	285993668	285993528
11	1	3	24	19	186	186	9.28	9.49	9.38	286279009	286278869
11	1	3	4	27	185	185	14.71	14.89	14.80	286339538	286339398
11	1	3	5	26	186	186	6.57	6.79	6.68	286339678	286339258
11	1	2	29	17	179	179	5.58	5.80	5.69	286343416	286343276
11	1	2	16	25	233	233	11.86	12.07	11.96	286600050	286599910
11	1	2	30	26	226	226	4.96	5.15	5.05	286741030	286740890
11	1	2	12	19	65	65	9.81	10.00	9.91	286791605	286791465
11	1	2	20	5	57	57	8.10	8.30	8.20	286960536	286960396
11	1	2	10	6	146	147	11.87	12.06	11.96	287032601	287032461
11	1	2	5	14	66	66	9.85	10.06	9.96	287053069	287052929
11	1	0	12	31	176	176	7.52	7.68	7.60	287102622	287102482
11	1	2	25	27	233	233	7.06	7.26	7.16	287279169	287279029
11	1	2	27	21	239	239	12.68	12.86	12.77	287300988	287300848
11	1	2	3	2	185	185	7.94	8.16	8.05	287609114	287608974
11	1	2	23	0	23	23	8.83	9.04	8.93	287659395	287659255
11	1	0	23	33	182	182	7.53	7.72	7.62	287862808	287862668
11	1	3	22	32	133	133	12.91	13.12	13.02	287939920	287939780
11	1	1	13	8	56	56	20.41	20.59	20.50	288044255	288044115
11	1	2	6	31	253	253	7.97	8.17	8.07	288069469	288069329
11	1	2	17	0	218	218	13.25	13.45	13.35	288191857	288191717
11	1	3	15	31	240	240	13.98	14.22	14.10	288243649	288243509
11	1	3	5	13	90	90	19.24	19.45	19.34	288262304	288262164
11	1	3	4	20	217	217	13.41	13.58	13.50	288425726	288425586
11	1	2	31	26	174	174	4.20	4.40	4.30	288599781	288599641
11	1	3	5	13	14	14	7.28	7.49	7.38	288712607	288712467
11	1	2	17	26	34	34	9.25	9.45	9.35	288852621	288852481
11	1	2	14	7	185	185	3.96	4.14	4.05	289031919	289031779
11	1	2	27	18	238	238	7.08	7.28	7.18	289058631	289058491
11	1	2	33	15	93	93	8.48	8.69	8.59	289167551	289167411
11	1	2	33	16	177	177	9.63	9.81	9.72	289173025	289172885
11	1	2	23	13	67	68	4.58	4.78	4.68	289206660	287052789
11	1	3	5	27	243	243	8.99	9.17	9.08	289230229	289230089
11	1	2	8	1	252	252	7.51	7.72	7.62	289502298	289502158
11	1	2	24	17	131	131	4.73	4.95	4.84	289633989	289633849
11	1	3	3	14	249	250	7.05	7.27	7.16	289734278	289734138
11	1	2	10	16	22	22	8.84	9.01	8.93	289841791	289841651
11	1	2	16	24	116	116	9.55	9.76	9.66	289876966	289876826
11	1	2	8	0	35	35	4.34	4.54	4.44	289921633	289921493
11	1	2	7	18	116	116	7.69	7.88	7.79	289933267	289933127
11	1	1	10	15	216	216	10.21	10.39	10.30	290019094	290018954
11	1	2	25	18	205	206	15.31	15.50	15.41	290083445	290083305
11	1	2	29	21	203	203	5.29	5.46	5.38	290467598	290467458
11	1	2	12	28	120	120	13.98	14.16	14.07	290512405	290512265
11	1	2	29	18	28	28	7.78	7.98	7.88	290628731	290628591
11	1	2	21	29	190	190	12.19	12.38	12.29	290661316	290661036
11	1	2	23	27	46	46	11.67	11.89	11.78	290952628	290952488
11	1	2	6	15	235	235	13.80	14.02	13.91	291003014	291002874
11	1	2	26	19	92	92	8.69	8.87	8.78	291054884	291054744
11	1	2	18	23	193	193	5.74	5.92	5.83	291064215	291063935
11	1	2	19	24	194	194	12.59	12.79	12.69	291064355	291064075
11	1	2	23	6	206	206	5.83	6.04	5.94	291136707	291136567
11	1	2	24	5	206	206	8.57	8.76	8.66	291136847	291136427
11	1	2	5	6	66	67	4.77	4.79	4.78	291161732	289206520
11	1	2	9	22	20	20	3.20	3.39	3.29	291200323	291200183
11	1	2	27	19	42	42	13.55	13.74	13.64	291393474	291393334
11	1	2	7	23	8	8	15.34	15.52	15.43	291460527	291460387
11	1	2	22	21	89	89	4.08	4.26	4.17	291468689	291468549
11	1	2	27	6	135	135	7.88	8.43	8.15	291529701	285776479
11	1	3	4	1	20	20	9.01	9.25	9.13	291543477	291543337
11	1	2	20	22	50	50	4.67	4.87	4.77	291945844	291945704
11	1	2	19	31	22	22	3.46	3.65	3.55	292091465	292091325
11	1	2	27	14	188	188	6.97	7.20	7.08	292196115	292195975
11	1	2	6	3	16	16	2.66	2.89	2.78	292263742	292263602
11	1	2	23	30	79	79	8.23	8.43	8.33	292489135	292488995
